"","X1","SAMPLE","GROUP","MINERAL","ROCK","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","NIO","CUO","COO","ZNO","PBO","S","ZRO2","AS"
"2929",460405,"samp. 1363-R06","QUARTZ","QUARTZ","NOT GIVEN",98.53,0.01,0.19,0.01,0.087,0.03,0.15,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"2930",460449,"samp. MATRIXB","QUARTZ","QUARTZ","NOT GIVEN",96.119,0.023,0.029,0.007,0.189,0.073,0.012,0.027,0.003,0,0.021,0,0,0,0,0,0,0,0,0,0,0
"2931",460350,"samp. 96-B-1","QUARTZ","QUARTZ","DOLERITE",100.6,0,0.05,0.015,0.117381688471051,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0
"2932",460345,"samp. PA-06-15","QUARTZ","QUARTZ","TRACHYANDESITE",100.38,0,0.02,0.032,0,0,0,0,0.01,0.01,0.026,0,0,0,0,0,0,0,0,0,0,0
"2933",460489,"samp. 1882","QUARTZ","QUARTZ","KERSANTITE",94.68,0,3.03,0,0.41,0.63,0,0,0.22,1.04,0,0,0,0,0,0,0,0,0,0,0,0
"2934",518076,"samp. FM79858","SULFIDE","RASVUMITE","SYENITE, NEPHELINE",0,0,0,0,61.2907243,0.51,0,0,0.01,0.2,0,0,0,0,0,0,0,0,0.12926844,38.4,0,0.13
"2935",518074,"samp. UV-5C-03","SULFIDE","RASVUMITE","KIMBERLITE",0,0,0,0,62.35484736,0.51,0,0,0.51,0.2,0,0,0,0,0,0,0,0,0.20467503,38.74,0,6
"2936",518069,"samp. UV-1-03","SULFIDE","RASVUMITE","KIMBERLITE",0,0,0,0,62.36866714,0.51,0,0,0.01,0.2,0,0,0,0,0,0,0,0,0,38.8,0,0
"2937",518063,"samp. FM79858","SULFIDE","RASVUMITE","SYENITE, NEPHELINE",0,0,0,0,60.93141002,0.21,0,0,0.01,0.2,0,0,0,0,0.01272588,0.03755634,0,0,0.20467503,38.12,0,0.02
"2938",518059,"samp. UV-5A-03","SULFIDE","RASVUMITE","KIMBERLITE",0,0,0,0,62.3272078,0.21,0,0,0.51,0.2,0,0,0,0,0.01272588,0.05007512,0.01271455,0,0.12926844,38.79,0,0
"2939",518055,"samp. YBK-0","SULFIDE","RASVUMITE","KIMBERLITE",0,0,0,0,62.20282978,0.21,0,0,0.11,0.2,0,0,0,0,0.03817764,0.05007512,0,0,0.0146504232,38.75,0,0
"2940",518071,"samp. UV-5A-03","SULFIDE","RASVUMITE","KIMBERLITE",0,0,0,0,62.34102758,0.21,0,0,0.11,1.66,0,0,0,0,0,0.03755634,0,0,0.12926844,38.82,0,0.13
"2941",518062,"samp. FM79858","SULFIDE","RASVUMITE","SYENITE, NEPHELINE",0,0,0,0,61.48420122,0.21,0,0,0.01,0.63,0,0,0,0,0.02545176,0.02503756,0,0,0.05386185,38.36,0,0.13
"2942",518068,"samp. UV-1-03","SULFIDE","RASVUMITE","KIMBERLITE",0,0,0,0,62.36866714,0.51,0,0,0.51,0.63,0,0,0,0,0,0,0.03814365,0.036096561,0,38.66,0,0.02
"2943",518066,"samp. KHIBINA","SULFIDE","RASVUMITE","PEGMATITE",0,0,0,0,62.24428912,0.16,0,0,0.01,1.66,0,0,0,0,0,0.03755634,0,0,0.12926844,38.79,0,0
"2944",518057,"samp. UV-1-03","SULFIDE","RASVUMITE","KIMBERLITE",0,0,0,0,62.36866714,0.51,0,0,0.11,1.66,0,0,0,0,0,0,0.01271455,0,0.09695133,38.82,0,0.12
"2945",518070,"samp. UV-1-03","SULFIDE","RASVUMITE","KIMBERLITE",0,0,0,0,62.3272078,0.16,0,0,0.01,1.66,0,0,0,0,0,0,0,0,0.05386185,38.83,0,0
"2946",518067,"samp. YBK-0","SULFIDE","RASVUMITE","KIMBERLITE",0,0,0,0,62.3272078,0.51,0,0,0.51,1.66,0,0,0,0,0.02545176,0,0.06357275,0.21160053,0.05386185,38.79,0,0
"2947",518064,"samp. FM79858","SULFIDE","RASVUMITE","SYENITE, NEPHELINE",0,0,0,0,60.26806058,0.51,0,0,0.01,1.66,0,0,0,0,0,0.01251878,0,0,0,37.59,0,0.14
"2948",518072,"samp. UV-5C-03","SULFIDE","RASVUMITE","KIMBERLITE",0,0,0,0,62.41012648,0.16,0,0,0.11,0.63,0,0,0,0,0,0,0,0,0.12926844,38.62,0,0.046
"2949",518054,"samp. YBK-0","SULFIDE","RASVUMITE","KIMBERLITE",0,0,0,0,62.27192868,0.21,0,0,0.11,1.66,0,0,0,0,0.02545176,0,0.03814365,0,0.16158555,38.79,0,0.56
"2950",518075,"samp. UV-5C-03","SULFIDE","RASVUMITE","KIMBERLITE",0,0,0,0,61.23544518,0.51,0,0,0.11,1.66,0,0,0,0,0,0,0,0,0,38.25,0,0.12
"2951",518078,"samp. KHIBINA","SULFIDE","RASVUMITE","PEGMATITE",0,0,0,0,62.24428912,0.21,0,0,0.01,0.63,0,0,0,0,0,0,0,0.18670635,0.11849607,38.79,0,0.12
"2952",518060,"samp. UV-5C-03","SULFIDE","RASVUMITE","KIMBERLITE",0,0,0,0,62.28574846,0.16,0,0,0.01,0.63,0,0,0,0,0,0,0,0,0,38.79,0,0
"2953",518061,"samp. UV-5C-03","SULFIDE","RASVUMITE","KIMBERLITE",0,0,0,0,62.29956824,0.51,0,0,0.01,0.63,0,0,0,0,0,0.01251878,0,0,0.12926844,38.8,0,0
"2954",518058,"samp. UV-1-03","SULFIDE","RASVUMITE","KIMBERLITE",0,0,0,0,62.16137044,0.16,0,0,0.51,1.66,0,0,0,0,0.05090352,0.0625939,0.01271455,0,0.12926844,38.79,0,0.0617
"2955",518073,"samp. UV-5C-03","SULFIDE","RASVUMITE","KIMBERLITE",0,0,0,0,62.41012648,0.16,0,0,0.01,0.63,0,0,0,0,0,0,0,0,0.1077237,38.78,0,6
"2956",12390,"samp. AJE288","AMPHIBOLES","RICHTERITE","NOT GIVEN",55.58,0.35,0.71,0.43,3.13,6.23,22.48,0.04,4.33,3.82,0.6834,0.38,0.8980715,0.02,0.06,0,0,1,0,0,0.12,0
"2957",13350,"samp. GSWA 71456D","AMPHIBOLES","RICHTERITE","LAMPROITE, RICHTERITE-PHLOGOPITE",52.95,2.08,0.42,0.01,3.28,7.09,22.07,0.1,5.33,3.86,0.211796388075022,1.17,2.69,0,0.05,0,0,0,0,0,0.1452,0
"2958",13133,"samp. BMR 83211089","AMPHIBOLES","RICHTERITE","FENITE",57.09,0.54,0.22,0.04,2.47,6.99,22.62,0.07,1.53,6.72,0,1.65,1.864,0,0,0,0,0,0,0,0.164,0
"2959",31885,"samp. AJE-67","AMPHIBOLES","RICHTERITE","NOT GIVEN",54.42,0.7,1.25,0.07,5.34,6.88,20.31,0.03,5.67,2.9,0.71,1.90067080634707,0.16,0,0.0362,0,0,0,0,0,0.036,0
"2960",31814,"samp. JJG-2326","AMPHIBOLES","RICHTERITE","NOT GIVEN",55.98,0.38,0.47,0.3,3.71,5.87,21.66,0.06,5.1,4.44,1.0241,1.8581075899224,0.75,0,0.133865,0,0,1,0,0,0.02,0
"2961",31861,"samp. AJE-2335","AMPHIBOLES","RICHTERITE","NOT GIVEN",54.78,0.59,1.05,0.03,4.33,6.87,21.08,0.05,4.75,3.68,0.1717692,1.94892807727788,0.16,0.02,0.0138,0,0,0,0,0,0.1595,0
"2962",31786,"samp. AJE-326","AMPHIBOLES","RICHTERITE","NOT GIVEN",54.19,0.38,1.1,0.18,3.04,7.01,22.26,0.02,4.8,3.81,0,1.8723899942493,0.54,0,0.1,0,0,0,0,0,0.076,0
"2963",31822,"samp. AJE-69","AMPHIBOLES","RICHTERITE","NOT GIVEN",53.42,0.62,1.25,0,5.1,6.87,20.32,0.06,5.91,2.82,0.0389,1.9,0.23,0,0.0454,0,0,0,0,0,0.1,0
"2964",8024,"samp. PN-203-1530","AMPHIBOLES","RICHTERITE","COMENDITE",52.86,1.2,0.3,0.08,31.2,4,0,0.21,0.02,9.12,0.71,2.04,0.66,0.3,0.17,0,0,0,0,0,0.7269303,0
"2965",31813,"samp. JJG-2326","AMPHIBOLES","RICHTERITE","NOT GIVEN",55.91,0.45,0.49,0.36,3.65,5.82,21.59,0.02,5.12,4.31,0.14,1.98,0.4,0,0.085,0,0,0,0,0,0.061,0
"2966",31818,"samp. JJG-2326","AMPHIBOLES","RICHTERITE","NOT GIVEN",55.47,0.38,0.5,0.33,3.55,5.89,21.31,0.08,5.13,4.31,0.2488056,1.96,0.3,0.02,0.16,0,0,0,0,0,0.1238,0
"2967",25374,"samp. AJE-2333","AMPHIBOLES","RICHTERITE","NOT GIVEN",53.91,2,0.59,0.15,9.97,5.39,16.52,0.35,2.86,5.26,0.1855828,1.77582226995376,0.2,0,0.03,0,0,0,0,0,0.26,0
"2968",31853,"samp. AJE-2333","AMPHIBOLES","RICHTERITE","NOT GIVEN",55.26,0.31,1.11,0.33,3.18,6.99,21.38,0.05,4.54,3.67,0.13,1.91439141040763,0.21,0.02,0.01,0,0,0,0,0,0.024,0
"2969",31877,"samp. AJE-2335","AMPHIBOLES","RICHTERITE","NOT GIVEN",53.99,0.59,1.32,0.09,4.71,6.96,20.89,0.05,4.75,3.37,0.1939,1.93,0.25,0.02,0.02,0,0,0,0,0,0.061,0
"2970",31776,"samp. AJE-2334","AMPHIBOLES","RICHTERITE","NOT GIVEN",56.17,0.28,0.89,0.21,2.7,7.16,22.81,0.06,4.61,3.59,0.23,1.96,0.38,0,0.03,0,0,1,0,0,0.046,0
"2971",12627,"samp. XM1/498","AMPHIBOLES","RICHTERITE","NOT GIVEN",55.1265,0.7331,0.6519,0.234602891648175,4.7515,6.24266484408229,20.9503,0.0462,4.5812,4.2918,0.83,1.3,1.565,0,0.0477,0,0,0,0,0,0.131,0
"2972",12995,"samp. R86-33.40)","AMPHIBOLES","RICHTERITE","GLIMMERITE",53.43,0.14,2.13,0.43,7.99209,6.57,16.95,0.11,1.58,5.07,0.1,1.26,1.574,0.0196,0.1,0,0,0,0,0,0,0
"2973",8636,"samp. 452","AMPHIBOLES","RICHTERITE","LAMPROITE",50.5,4.91,1.67,0.2009605,5.15,5.33,19.3,0.05,2.59,5.89,0.053,0.92,1.98,0.008,0.049250394,0,0,1,0,0,0.1539,0
"2974",25831,"samp. KODOMALI","AMPHIBOLES","RICHTERITE","KIMBERLITE",56.456,0.506,0.088,0.276,1.773,6.195,21.759,0.049,4.685,4.643,0.83,1.66442379236617,1.565,0,0.09,0,0,0,0,0,0.182,0
"2975",8665,"samp. 725B","AMPHIBOLES","RICHTERITE","LAMPROITE",52,6.37,2.86688,0.36,20.1,1.12,6.63,0.45,4.34,6.82,1.62,0.62,1.1591,0.072,0.1384,0,0,0,0,0,0.3,0
"2976",25359,"samp. P4","AMPHIBOLES","RICHTERITE","KIMBERLITE",56.677,0.191,0.174,0.042,2.199,5.516,22.281,0.054,3.819,5.816,0.3568553,1.13,3.837,0.01,0.019,0,0,0,0,0,0.66,0
"2977",31874,"samp. AJE-2335","AMPHIBOLES","RICHTERITE","NOT GIVEN",54.43,0.68,1.06,0.08,4.39,7.1,21.07,0.07,4.36,3.66,0.1376768,1.97464530108388,0.24,0,0.07,0,0,0,0,0,0.0444,0
"2978",31788,"samp. AJE-2422","AMPHIBOLES","RICHTERITE","NOT GIVEN",54.37,0.62,0.91,0.09,3.7,7.18,21.46,0,5.61,3.27,0.3568553,2.013,0.42,0,0.0177,0,0,0,0,0,0,0
"2979",25818,"samp. CC2","AMPHIBOLES","RICHTERITE","KIMBERLITE",55.212,0.192,0.008,0,6.36,7.084,18.921,0.193,4.367,4.657,0.44,0.92,3.4,0.006969,0.0441,0,0,0,0,0,0.1867,0
"2980",31790,"samp. AJE-2422","AMPHIBOLES","RICHTERITE","NOT GIVEN",54.46,0.58,0.9,0.07,3.75,7.09,21.51,0,5.56,3.34,0.057,1.91983589513592,0.53,0.02,0.019,0,0,0,0,0,0,0
"2981",2997,"samp. HUACANCHA","AMPHIBOLES","RICHTERITE","LAMPROITE",51.44,4.91,0.85,0,10.25,3.16,15.5,0.2,3.73,6.38,0.112,0.99,2.02,0,0.11,0,0,0,0,0,0.239,0
"2982",8664,"samp. 725B","AMPHIBOLES","RICHTERITE","LAMPROITE",52.7,8.4,1,0.05,15.3,2.47,9.04,0.12,4.37,6.17,0.075,0.99,1.63,0.000994,0.068,0,0,0,0,0,0.2041,0
"2983",31856,"samp. AJE-2333","AMPHIBOLES","RICHTERITE","NOT GIVEN",55.87,0.32,1.06,0.27,3.27,7.03,22.01,0.04,4.54,3.75,0.191559,1.99,0.29,0,0.069,0,0,0,0,0,0.036,0
"2984",31802,"samp. JJG-2331","AMPHIBOLES","RICHTERITE","NOT GIVEN",54.7,0.35,0.67,0.48,3.18,6.14,21.38,0.07,5.12,4.08,0.1877629,1.89470497744905,0.65,0,0.1418,0,0,0,0,0,0.033,0
"2985",31789,"samp. AJE-2422","AMPHIBOLES","RICHTERITE","NOT GIVEN",54.21,0.55,0.93,0.05,3.84,7.11,21.64,0.02,5.54,3.34,0.057,2.04,0.31,0,0.0194,0,0,0,0,0,0.1056,0
"2986",31794,"samp. AJE-2422","AMPHIBOLES","RICHTERITE","NOT GIVEN",53.95,0.54,0.91,0,3.78,7.04,21.58,0.05,5.59,3.21,1.1,1.93,0.31,0,0.07,0,0,0,0,0,0.084,0
"2987",8079,"samp. NEPHELINITE","AMPHIBOLES","RICHTERITE","NEPHELINITE, OLIVINE",55.7,1.25,0.49,0.19,4.1,6.56,21.25,0.16,2.26,5.5,0.5,0.39,2.22,0.01,0.103,0,0,1,0,0,0.2464,0
"2988",25849,"samp. KODOMALI","AMPHIBOLES","RICHTERITE","KIMBERLITE",57.532,0.214,0.073,0.032,2.001,5.276,22.462,0.079,4.535,5.332,0.5,1.54,2.495,0,0.07,0,0,0,0,0,0.1937,0
"2989",12623,"samp. XM1/498","AMPHIBOLES","RICHTERITE","NOT GIVEN",54.8716,0.4405,0.7217,0.163976949907936,4.5248,6.58699884635773,20.3536,0.0585,4.7282,4.0703,0.3033,1.91978609625668,0.81,0.0169,0.0519,0,0,0,0,0,0.024,0
"2990",25368,"samp. AJE-2422","AMPHIBOLES","RICHTERITE","NOT GIVEN",54.63,2.52,0.39,0,3.19718,6.77,21.56,0.06,4.17,3.84,0.1437,2.04,0.18,0.03,0.042,0,0,0,0,0,0,0
"2991",31869,"samp. AJE-2335","AMPHIBOLES","RICHTERITE","NOT GIVEN",55.59,0.51,1.02,0.08,4.42,7.01,20.76,0.06,4.64,3.62,0.734018512506504,1.97,0.13,0.03,0.05,0,0,0,0,0,0.0838,0
"2992",31876,"samp. AJE-2335","AMPHIBOLES","RICHTERITE","NOT GIVEN",54.77,0.59,1.3,0.09,4.64,7.06,21.05,0.04,4.73,3.56,0.1939,1.90923330474311,0.31,0,0.0213,0,0,0,0,0,0.052,0
"2993",31807,"samp. JJG-2331","AMPHIBOLES","RICHTERITE","NOT GIVEN",54.68,0.38,0.64,0.32,3.27,6.38,21.74,0.03,5.12,4.04,0.186807,2.067,0.16,0,0.0822,0,0,0,0,0,0.06,0
"2994",8663,"samp. 725B","AMPHIBOLES","RICHTERITE","LAMPROITE",53.7,6.6,3.25,0.03,12.8,3.84,12,0.3806087,3.68,5.49,0.3568553,0.82,2.11,0.016167,0.03,0,0,0,0,0,0.6553,0
"2995",8591,"samp. MCK2B","AMPHIBOLES","RICHTERITE","PEGMATITE",52.64,0.31,0.99,0.06,19.99,6.45,7.98,0.06,1.234,6.7,0.2590256,1.63,1.64,0,0.045,0,0,0,0,0,0.32,0
"2996",25825,"samp. CC2","AMPHIBOLES","RICHTERITE","KIMBERLITE",48.827,5.945,1.474,0,6.489,6.184,18.03,0.089,4.387,5.022,0.15,0.79,3.455,0,0.01,0,0,0,0,0,0,0
"2997",31791,"samp. AJE-2422","AMPHIBOLES","RICHTERITE","NOT GIVEN",54.43,0.53,0.94,0.04,3.74,7.16,21.55,0.06,5.44,3.2,0.34,1.94,0.37,0,0.069,0,0,0,0,0,0.0649,0
"2998",25815,"samp. CC2","AMPHIBOLES","RICHTERITE","KIMBERLITE",52.033,3.152,0.613,0,5.858,4.693,18.936,0.137,4.764,5.708,0.44,0.47,3.985,0.0041,0.034,0,0,1,0,0,0.2761,0
"2999",8080,"samp. NEPHELINITE","AMPHIBOLES","RICHTERITE","NEPHELINITE, OLIVINE",54.24,2.32,0.95,0.03,6.443,6.18,19.3,0.19,2.17,5.48,0.04,0.99,1.5,0.0132,0.06,0,0,0,0,0,0.1763,0
"3000",31771,"samp. AJE-2334","AMPHIBOLES","RICHTERITE","NOT GIVEN",55.02,0.31,0.92,0.21,2.81,7.14,22.32,0.03,4.56,3.59,0.16,1.99,0.24,0.02,0.022,0,0,0,0,0,0.04,0
"3001",31880,"samp. AJE-67","AMPHIBOLES","RICHTERITE","NOT GIVEN",53.76,0.65,1.18,0.05,5.2,6.75,20.1,0.08,5.63,2.96,0.71,1.43,0.09,0,0,0,0,0,0,0,0.1298,0
"3002",12620,"samp. XM1/498","AMPHIBOLES","RICHTERITE","NOT GIVEN",54.9791,0.4432,0.7484,0.226136690430102,4.3626,6.31542861644642,20.8972,0.0585,5.0787,4.0353,0.6,1.63,1.3195,0.006,0.0822,0,0,0,0,0,-0.0028,0
"3003",31844,"samp. JJG-2315","AMPHIBOLES","RICHTERITE","NOT GIVEN",53.87,0.63,1.61,0.45,3.72,6.74,20.85,0.03,4.95,3.69,0.14,2.0085458951865,0.16,0,0,0,0,0,0,0,0.0627,0
"3004",12744,"samp. 88/167","AMPHIBOLES","RIEBECKITE","MIGMATITE",54.6,0.08,0.74,0.01,20.2,0.42,11,0.26,1.51,7,0.0283510044100346,1.67,0.5,0.01,0.013,0,0,0,0,0,0.165,0
"3005",12743,"samp. 88/167","AMPHIBOLES","RIEBECKITE","MIGMATITE",55.9,0,0.55,0.0394,17.4,1.15,13.1,0.43,0.65,6.73,0.01,1.84,0.63,0,0.0434,0,0,0,0,0,0.0983,0
"3006",22745,"samp. AD 4","AMPHIBOLES","RIEBECKITE","GRANITE, ALKALINE",48.17,1.03,2,0,34.48,4.74,0.74,1.25,1.3,4.99,0.3033,1.61,0.32,0.01,0.02,0,0,0,0,0,0.1479,0
"3007",12742,"samp. 88/167","AMPHIBOLES","RIEBECKITE","MIGMATITE",55.6,0.15,0.6,0.15,18,1.47,12.6,0.38,0.61,6.51,0,1.70023148622874,0.38,0.007,0.17,0,0,0,0,0,0.1971,0
"3008",22746,"samp. AD 4","AMPHIBOLES","RIEBECKITE","GRANITE, ALKALINE",47.099,1.42,2.78,0.0103,34.055,5.01,0.74,1.2,1.41,4.95,0.1228723,1.44,0.46,0.01,0.0461,0,0,0,0,0,0.229,0
"3009",22750,"samp. AD 4","AMPHIBOLES","RIEBECKITE","GRANITE, ALKALINE",49.66,0.45,0.915,0.005,35.3,3.74,0.76,1.16,1.1,5.39,0.2544278,1.58318048556168,0.33,0.01,0.0078,0,0,0,0,0,0.17,0
"3010",22751,"samp. AD 4","AMPHIBOLES","RIEBECKITE","GRANITE, ALKALINE",48.93,0.522,1.32,0,33.8,5.05,1.35,1.2,1.33,4.74,0,1.45687101202089,0.4,0.01,0.07491,0,0,0,0,0,0.0646,0
"3011",12741,"samp. 88/168","AMPHIBOLES","RIEBECKITE","CARBONATITE",55.3,0.08,0.46,0.0036,19.2,0.29,11.6,0.27,1.76,7.06,0.027,1.6995145160445,0.49,0,0.0097,0,0,0,0,0,0.353,0
"3012",12765,"samp. TWIRLIGIG","AMPHIBOLES","RIEBECKITE","CARBONATITE",53.41,0.09,0.39,0.052,22.91,0.05,5.74,0.06,0.11,6.89,0.153728,2.037,0.842970247933884,0.013,0.11,0,0,0,0,0,0.6553,0
"3013",12747,"samp. Z175","AMPHIBOLES","RIEBECKITE","MIGMATITE",53.7,0.03,0.73,0.0709,25.3,0.3,7.5,0.2,0.15,7.4,0.04,2.01,0.14,0.098,0.04,0,0,0,0,0,0.187,0
"3014",22747,"samp. AD 4","AMPHIBOLES","RIEBECKITE","GRANITE, ALKALINE",47.36,1.23,2.48,0.003,34.16,4.86,0.74,2.04,0.87,5.32,0.04,1.3,0.72,0.024,0.0097,0,0,0,0,0,0.0412,0
"3015",12740,"samp. 88/168","AMPHIBOLES","RIEBECKITE","CARBONATITE",55.3,0.04,0.37,0.05,19.8,0.41,11.7,0.36,1.41,6.97,0.11,1.90067080634707,0.29,0,0.0421,0,0,0,0,0,0.16,0
"3016",12737,"samp. 88/172","AMPHIBOLES","RIEBECKITE","CARBONATITE",55.4,0.06,0.5,0.022,21.42,0.79,10.5,0.24,0.37,6.9,0.14,1.91436078974568,0.26,0.02,0.0244,0,0,0,0,0,0.2326,0
"3017",22743,"samp. AD 3","AMPHIBOLES","RIEBECKITE","GRANITE, ALKALINE",48.25,1.24,1.69,0,34.36,4.54,0.57,1.37,1.13,5.57,0.3568553,1.43,0.48,0.004,0.03,0,0,0,0,0,0.049,0
"3018",12733,"samp. 88/174","AMPHIBOLES","RIEBECKITE","CARBONATITE",55.4,0.17,0.6,0.04,16,2.09,13.3,0.38,0.55,6.36,0.052,1.66,0.48,0,0,0,0,0,0,0,0.1452,0
"3019",12735,"samp. 88/174","AMPHIBOLES","RIEBECKITE","CARBONATITE",54.8,0.05,0.77,0.03492,20.1,1.06,10.9,0.34,0.36,6.78,0.2,1.892,0.15,0.01,0.02,0,0,0,0,0,0.0748,0
"3020",12745,"samp. 88/167","AMPHIBOLES","RIEBECKITE","MIGMATITE",54.9,0.07,0.66,0.02,20.7,1.03,10.5,0.32,0.36,7.08,0.032,1.76596850875565,0.32,0.010178,0,0,0,0,0,0,0.265,0
"3021",5977,"samp. 6066007","AMPHIBOLES","RIEBECKITE","FENITE",52.06,0.44,0.94,0.05,25.71,2.77,6.79,0.08,0.56,5.34,0.02,1.82803684042085,0.786,0.04,0.0843,0,0,0,0,0,0.1107,0
"3022",12746,"samp. Z175","AMPHIBOLES","RIEBECKITE","MIGMATITE",54.6,0.14,0.49,0.0094,18.6,0.32,11.9,0.24,1.72,7.44,0.0431494333396739,1.57013051817109,0.71,0,0.01,0,0,0,0,0,0.0716,0
"3023",3472,"samp. 15","AMPHIBOLES","RIEBECKITE","LAMPROPHYRE",52.9,5.32,0.42,0.02,17.16,0.8,12.77,0.05,0.42,6.71,0.1012478,1.67,0.27,0.02,0.06,0,0,0,0,0,0.198,0
"3024",12766,"samp. TWIRLIGIG","AMPHIBOLES","RIEBECKITE","CARBONATITE",53.21,0.09,0.42,0.2344,25.3,0.06,4.85,0.06,0.1,6.92,0.05,2.22236002804465,0.5,0.09,0.11,0,0,0,0,0,0.2761,0
"3025",22741,"samp. AD 3","AMPHIBOLES","RIEBECKITE","GRANITE, ALKALINE",47.66,1.23,1.78,0,34.25,4.66,0.697,1.36,1.08,5.47,0.15,1.26,0.38,0.01,0,0,0,0,0,0,0,0
"3026",12734,"samp. 88/174","AMPHIBOLES","RIEBECKITE","CARBONATITE",55,0,0.57,0.03,21.2,0.68,10.5,0.28,0.35,7.07,0.05,1.23,0.23,0.009,0.03,0,0,0,0,0,0.1145,0
"3027",12756,"samp. TORSY","AMPHIBOLES","RIEBECKITE","SYENITE",54.73,0.18,0.66,0.04,14.3,3.79,14.91,0.35,1.26,6.03,0.7508,0.51,1.46430842105263,0.007,0.032,0,0,0,0,0,0.66,0
"3028",22752,"samp. AD 4","AMPHIBOLES","RIEBECKITE","GRANITE, ALKALINE",48.33,0.705,1.6,0,34.59,4.74,0.7,1.33,1.3,4.75,0.186807,1.75,0.7,0.01,0,0,0,0,0,0,0.167,0
"3029",44999,"samp. 119-738C-34R-5,44-46","CLAY","SAPONITE","NOT GIVEN",46.15,0.03,7.2,0.03,8.7,2.39,23.4,0.3,0.05,0.22,0.09,11.91,0,0.07,0,0,0,0,0,0,0,0
"3030",44991,"samp. 121-756D-7R-3,50-54","CLAY","SAPONITE","BASALT",39.9,0.02,8.2,0.06,17.42,1.57,13,0.13,2.81,0.99,0.06,17.54,0,0.08,0.26,0,0,0,0,0,0,0
"3031",45066,"samp. ST11-78-23","CLAY","SAPONITE","GABBRO",36.8,0.09,8.6,0.01,9.8,0.5,25.7,0.14,0.02,0.68,0.06,18.6,0,0.2,0,0,0,0,0,0,0,0
"3032",44992,"samp. 121-756D-7R-3,50-54","CLAY","SAPONITE","BASALT",39.5,0.11,7.52,0.14,23.1,0.29,12.4,0.16,2.89,0.94,0.08,20.9,0,0.2,0.08,0,0,0,0,0,0,0
"3033",45122,"samp. 129-801C-1R1","CLAY","SAPONITE","NOT GIVEN",37.64,0.16,14.24,0,7.5,0.91,24.7,0.24,0.12,0.2,0.06,20.9,0,0.2,0,0,0,0,0,0,0,0
"3034",44995,"samp. 121-758A-61R-5,22-26","CLAY","SAPONITE","BASALT",43.6,0.09,4.7,0,14.88,1.29,15,0.06,0.46,0.97,0.27,11.13,0,0.08,0.05,0,0,0,0,0,0,0
"3035",45234,"samp. 1","CLAY","SAPONITE","BASALT",49.5,0.04,3.29,0.01,11.84,1.06,22.46,0.08,0,0.02,0.18,14.43,0,0.07,0.02,0,0,0,0,0,0,0
"3036",45252,"samp. 13","CLAY","SAPONITE","BASALT",41.41,0.01,6.17,0,9.15,0.49,24.41,0.03,0.22,0.13,0.01,18,0,0.07,0.01,0,0,0,0,0,0,0
"3037",45009,"samp. 119-738C-33R-5,30-32","CLAY","SAPONITE","THOLEIITE",47.63,0.08,6.72,0.02,11.65,1.03,15.28,0.11,1,0.33,0,7.75,0,0.08,0,0,0,0,0,0,0,0
"3038",45256,"samp. 23","CLAY","SAPONITE","BASALT",41.99,0.08,9.01,0.02,9.3,1.6,20.36,0.02,0.03,0.06,0.2,11.13,0,0.08,0.07,0,0,0,0,0,0,0
"3039",45255,"samp. 13","CLAY","SAPONITE","BASALT",48.16,0.03,3.22,0,8.02,0.45,27.43,0.02,0.35,0.12,0,11.13,0,0.07,0.09,0,0,0,0,0,0,0
"3040",45104,"samp. SAP1","CLAY","SAPONITE","NOT GIVEN",48.35,0.03,2.84,0,11.09,0.32,22.23,0.17,0.7,0.54,0.01,14.43,0,0.2,0.17,0,0,0,0,0,0,0
"3041",45107,"samp. 52-417D-68-1-1","CLAY","SAPONITE","BASALT",43.99,0.05,6.9,0,14.91,1.23,17.07,0.07,0.07,0.15,0.06,28.05,0,0.2,0,0,0,0,0,0,0,0
"3042",45251,"samp. 13","CLAY","SAPONITE","BASALT",52.38,0.03,1.2,0,7.36,0.5,26.26,0.04,0.3,0.1,0.01,11.13,0,0.07,0.05,0,0,0,0,0,0,0
"3043",45073,"samp. 126-793B-92R-2,70-74","CLAY","SAPONITE","ANDESITE, BASALTIC, 2-PYROXENE",51.9,0,5.02,0.02,8.66,1.57,21.01,0.16,0.04,0.07,0,7.98,0,0.08,0.06,0,0,0,0,0,0,0
"3044",45239,"samp. 1","CLAY","SAPONITE","BASALT",44.29,0.08,2.31,0.02,8.31,0.81,22.79,0.02,0.03,0.06,0.38,14.43,0,0.08,0.13,0,0,0,0,0,0,0
"3045",45236,"samp. 1","CLAY","SAPONITE","BASALT",49.39,0.02,0.4,0,9.99,0.7,25.36,0.08,0,0,0.06,11.13,0,0.08,0.08,0,0,0,0,0,0,0
"3046",44988,"samp. 121-756D-7R-3,50-54","CLAY","SAPONITE","BASALT",38.3,0,5.93,0.01,11.4,0.15,12.1,0.17,0.13,2.14,0.08,20.9,0,0.08,0,0,0,0,0,0,0,0
"3047",45248,"samp. 13","CLAY","SAPONITE","BASALT",51.87,0.06,1.11,0,10.6,0.52,25.23,0.12,0.19,0.05,0,11.31,0,0.07,0.01,0,0,0,0,0,0,0
