"","CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","GROUP"
"51","[3616] CARMICHAEL I. S. E. (1996)","samp. M.3A","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / MASCOTA VOLCANIC COMPLEX",NA,20.4,20.67,-104.67,-104.9,"subaerial",NA,NA,"MINETTE",NA,NA,NA,NA,"APATITE",NA,"microphenocryst","core",NA,"primary",0.66,0,0.03,0,0.15,54.98,0.51,0.01,0,0.15,40.32,0.446060397453024,2.6,0.13,"APATITE"
"52","[3616] CARMICHAEL I. S. E. (1996)","samp. M.11","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / MASCOTA VOLCANIC COMPLEX",NA,20.4,20.67,-104.67,-104.9,"subaerial",NA,NA,"MINETTE",NA,NA,NA,NA,"APATITE",NA,"microphenocryst","core",NA,"primary",0.57,0,0.03,0,0.18,54.36,0.51,0.05,0,0.15,40.81,0.439332739451569,2.71,0.12,"APATITE"
"53","[3616] CARMICHAEL I. S. E. (1996)","samp. M.11","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / MASCOTA VOLCANIC COMPLEX",NA,20.4,20.67,-104.67,-104.9,"subaerial",NA,NA,"MINETTE",NA,NA,NA,NA,"APATITE",NA,"microphenocryst","rim",NA,"primary",0.73,0.00150769793704538,0.06,0,0.25,53.84,0.157887409122201,0.226,0,0.24,40.1,0.246658709265201,3.34,0.16,"APATITE"
"54","[3616] CARMICHAEL I. S. E. (1996)","samp. M.18","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / MASCOTA VOLCANIC COMPLEX",NA,20.4,20.67,-104.67,-104.9,"subaerial",NA,NA,"MINETTE",NA,NA,NA,NA,"APATITE",NA,"microphenocryst","core",NA,"primary",1.02,0.000172637064613217,0.07,0,0.1,52.15,0.4,0.01,0.108,0.24,39.69,0.0561210849729976,3.8,0.12,"APATITE"
"55","[3616] CARMICHAEL I. S. E. (1996)","samp. M.18","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / MASCOTA VOLCANIC COMPLEX",NA,20.4,20.67,-104.67,-104.9,"subaerial",NA,NA,"MINETTE",NA,NA,NA,NA,"APATITE",NA,"microphenocryst","rim",NA,"primary",0.77,0,0.04,0.009,0.19,52.24,0.1,0.0111,0.025,0.08,39.73,-0.352601274610384,3.75,0.1,"APATITE"
"56","[3616] CARMICHAEL I. S. E. (1996)","samp. M.39","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / MASCOTA VOLCANIC COMPLEX",NA,20.4,20.67,-104.67,-104.9,"subaerial",NA,NA,"MINETTE",NA,NA,NA,NA,"APATITE",NA,"microphenocryst","core",NA,"primary",0.49,0,0.03,0,0.16,53.06,0.0807,0.0675774647887324,0.008,0.08,40.75,-0.0828502743788405,4.45,0.19,"APATITE"
"57","[3616] CARMICHAEL I. S. E. (1996)","samp. M.39","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / MASCOTA VOLCANIC COMPLEX",NA,20.4,20.67,-104.67,-104.9,"subaerial",NA,NA,"MINETTE",NA,NA,NA,NA,"APATITE",NA,"microphenocryst","rim",NA,"primary",0.75,0,0.02,0.06,0.21,53.15,0.202741856813527,0.03,0.019,0.037,39.58,-0.0828502743788405,4.5,0.23,"APATITE"
"58","[3621] LUHR J. F. (1985)","samp. JOR46","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / MICHOACAN / MICHOACAN-GUANAJUATO VOLCANIC FIELD - CERRO LA PIL",NA,20,20,-101.5,-101.5,"subaerial",NA,NA,"TRACHYBASALT",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.55,0,0.01,0,0.26,55.2,0.37,0.098,0,0.25,40.57,0.853618595886313,1.9,0.15,"APATITE"
"59","[3648] TORMEY D. R. (1995)","samp. AZ7","CONVERGENT MARGIN","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / AZUFRE",NA,-35.25,-35.25,-68.8,-68.8,"subaerial",NA,NA,"DACITE","GLASSY TO CRYPTOCRYSTALLINE GROUNDMASS",NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0,0.83,1.26,0,0.55,52.8,0.32,0.225162367253978,0.1401,0.71,39.8,0.136389930479785,3.5566,0.16,"APATITE"
"60","[3648] TORMEY D. R. (1995)","samp. PT7","CONVERGENT MARGIN","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / PLANCHON-PETEROA",NA,-35.24,-35.24,-70.57,-70.57,"subaerial",NA,NA,"DACITE, BIOTITE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.33,0.14,0.07,0,2.74,53,0.24,0.14,0.05,0.16,39.9,0,3.503,0.37,"APATITE"
"61","[3759] WALLACE P. J. (1989)","samp. 154","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / LOS VOLCANES",NA,20.42,20.42,-104.51,-104.51,"subaerial",NA,NA,"MINETTE",NA,NA,NA,"fresh","APATITE",NA,"phenocryst","core",NA,"primary",0.59,0.0014,0.02,0.008,0.21,53.36,0.32,0.025366,0.09,0.22,40.11,0.3,3.06,0.03,"APATITE"
"62","[3759] WALLACE P. J. (1989)","samp. 154","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / LOS VOLCANES",NA,20.42,20.42,-104.51,-104.51,"subaerial",NA,NA,"MINETTE",NA,NA,NA,"fresh","APATITE",NA,"phenocryst","rim",NA,"primary",0.82,0,0.04,0,0.29,53.44,0.04,0,0.042,0.18,39.63,0.1,3.49,0.05,"APATITE"
"63","[3759] WALLACE P. J. (1989)","samp. 158","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / LOS VOLCANES",NA,20.25,20.47,-104.39,-104.39,"subaerial",NA,NA,"MINETTE",NA,NA,NA,"fresh","APATITE",NA,"phenocryst","core",NA,"primary",0.57,0,0.02,0,0.25,53.29,0.35,0.059,0.009,0.22,39.7,0.66,2.24,0.05,"APATITE"
"64","[3759] WALLACE P. J. (1989)","samp. 158","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / LOS VOLCANES",NA,20.25,20.47,-104.39,-104.39,"subaerial",NA,NA,"MINETTE",NA,NA,NA,"fresh","APATITE",NA,"phenocryst","rim",NA,"primary",0.56,0,0.02,0,0.28,53.24,0.13,0,0.064164,0.25,39.67,0.64,2.3,0.01,"APATITE"
"65","[3759] WALLACE P. J. (1989)","samp. 207","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / LOS VOLCANES",NA,20.25,20.47,-104.39,-104.39,"subaerial",NA,NA,"MINETTE",NA,NA,NA,"fresh","APATITE",NA,"phenocryst","core",NA,"primary",0.54,0,0.02,0,0.25,53,0.34,0,0,0.23,39.74,0.74,2.08,0.62,"APATITE"
"66","[3759] WALLACE P. J. (1989)","samp. 207","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / LOS VOLCANES",NA,20.25,20.47,-104.39,-104.39,"subaerial",NA,NA,"MINETTE",NA,NA,NA,"fresh","APATITE",NA,"phenocryst","rim",NA,"primary",0.53,0,0.03,0.017,0.25,53.29,0.28,0.07,0.009,0.18,39.81,0.64,2.3,0.34,"APATITE"
"67","[3759] WALLACE P. J. (1989)","samp. 242","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / LOS VOLCANES",NA,20.25,20.47,-104.39,-104.39,"subaerial",NA,NA,"MINETTE",NA,NA,NA,"fresh","APATITE",NA,"phenocryst","core",NA,"primary",0.45,0.079,0.03,0,0.22,53.94,0.34,0.11,0,0.26,40.31,0.11,3.51,0.1,"APATITE"
"68","[3759] WALLACE P. J. (1989)","samp. 242","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / LOS VOLCANES",NA,20.25,20.47,-104.39,-104.39,"subaerial",NA,NA,"MINETTE",NA,NA,NA,"fresh","APATITE",NA,"phenocryst","rim",NA,"primary",0.78,0,0.03,0,0.21,53.4,0.3,0.092,0,0.23,39.89,0,3.73,0.09,"APATITE"
"69","[3759] WALLACE P. J. (1989)","samp. 166B","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / LOS VOLCANES",NA,20.25,20.47,-104.39,-104.39,"subaerial",NA,NA,"LEUCITITE, PHLOGOPITE",NA,NA,NA,"fresh","APATITE",NA,"microphenocryst",NA,NA,"primary",0.54,0,0.02,0,0.23,53.8,0.21,0.064,0.025,0.21,39.93,0.19,3.27,0.7,"APATITE"
"70","[3849] ALLAN J. F. (1984)","samp. B36","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN",19.5,19.5,-103.6,-103.6,"subaerial",NA,NA,"LAMPROPHYRE, PHLOGOPITE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.5,0.01,0.02,0,0.17,54.35,0.2,0.05,0.01,0.34,40.43,0,3.63,0.2,"APATITE"
"71","[3849] ALLAN J. F. (1984)","samp. A45B","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN",19.5,19.5,-103.6,-103.6,"subaerial",NA,NA,"LAMPROPHYRE, PHLOGOPITE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.81,0.02,0.08,0,0.32,54.44,0.33,0.06,0.03,0.31,40.07,0.2,3.01,0.61,"APATITE"
"72","[3849] ALLAN J. F. (1984)","samp. B60","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN",19.5,19.5,-103.6,-103.6,"subaerial",NA,NA,"LAMPROPHYRE, PHLOGOPITE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.44,0.02,0.09,0.013,0.24,54.72,0.29,0.03,0.01,0.36,40.75,0.19,3.31,0.1,"APATITE"
"73","[3849] ALLAN J. F. (1984)","samp. B43","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN",19.5,19.5,-103.6,-103.6,"subaerial",NA,NA,"LAMPROPHYRE, HORNBLENDE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.58,0,0.01,0,0.31,54.58,0.44,0.04,0.02,0.34,40.05,0.46,2.68,0.21,"APATITE"
"74","[3965] LUHR J. F. (1984)","samp. 6","CONVERGENT MARGIN","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / CHIAPAS / EL CHICHON",NA,17.36,17.36,-93.23,-93.23,"subaerial",NA,NA,"TRACHYANDESITE, APATITE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.22,0,0.01,0.02,0.13,54.2,0.06,0.13,0.04,0.09,42.04,0.553073537315829,2.24,0.64,"APATITE"
"75","[4076] HEMING R. F. (1973)","samp. 6820","CONVERGENT MARGIN","BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / NEW BRITAIN / RABAUL","MOUNT MOTHER, 1 MILE E OF CALDERA",-4.22,-4.22,152.18,152.18,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.53,0.2,0.095,0,2.3,52.39,0.34,0.22,0.049,0.19,40.2,0.0379545704158874,3.77,0.75,"APATITE"
"76","[4076] HEMING R. F. (1973)","samp. 6827","CONVERGENT MARGIN","BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / NEW BRITAIN / RABAUL","KABAKADA",-4.22,-4.22,152.18,152.18,"subaerial",NA,NA,"DACITE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.22,0.03,0,0,1.44,53.73,0.29,0.15,0.011,0.14,39.9,0.678603102123016,1.8,0.95,"APATITE"
"77","[4076] HEMING R. F. (1973)","samp. 6830","CONVERGENT MARGIN","BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / NEW BRITAIN / RABAUL","BURMA ROAD NEAR W CALDERA RIM",-4.22,-4.22,152.18,152.18,"subaerial",NA,NA,"RHYOLITE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.19,0.03,0.023,0.012,1.63,54.65,0.12,0.11,0.108,0.06,40.09,0.824196265010988,1.66,1.2,"APATITE"
"78","[4076] HEMING R. F. (1973)","samp. 6831","CONVERGENT MARGIN","BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / NEW BRITAIN / RABAUL","PRAED POINT NEAR E CALDERA RIM",-4.22,-4.22,152.18,152.18,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.25,0.017,0.03,0.033,1.43,54.1,0.31,0.06,0.036,0.08,39.77,0.876585072759036,1.58,1.2,"APATITE"
"79","[4076] HEMING R. F. (1973)","samp. 6833","CONVERGENT MARGIN","BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / NEW BRITAIN / RABAUL","KABAKADA, 6 MILES W OF CALDERA",-4.22,-4.22,152.18,152.18,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.28,0.502,0.279961,0,1.67,51.32,0.53,0.2,0.0487,0.07,40.43,0.484046556902683,1.53,1.35,"APATITE"
"80","[4076] HEMING R. F. (1973)","samp. 6915","CONVERGENT MARGIN","BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / NEW BRITAIN / RABAUL","MARMAR 2 MILES W OF CALDERA",-4.22,-4.22,152.18,152.18,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.2,0.036,0.02,0,1.87,54.6,0.18,0.05,0.007,0.07,40.07,0.764546224306639,1.65,1.11,"APATITE"
"81","[4076] HEMING R. F. (1973)","samp. 8000","CONVERGENT MARGIN","BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / NEW BRITAIN / RABAUL","RAPITOK, 9 MILES SW OF CALDERA",-4.22,-4.22,152.18,152.18,"subaerial",NA,NA,"DACITE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.19,0.03,0,0,1.67,54.8,0.25,0.08,0,0.03,40.17,0.818385447866482,1.79,0.84,"APATITE"
"82","[4076] HEMING R. F. (1973)","samp. 8031","CONVERGENT MARGIN","BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / NEW BRITAIN / RABAUL","KABAKADA",-4.22,-4.22,152.18,152.18,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.18,0.0336666666666667,0.009,0.01,1.5,54.3,0.28,0.08,0.02,0.06,40.55,0.751414650746057,1.73,1.02,"APATITE"
"83","[4076] HEMING R. F. (1973)","samp. 8051","CONVERGENT MARGIN","BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / NEW BRITAIN / RABAUL","NONGA",-4.22,-4.22,152.18,152.18,"subaerial",NA,NA,"DACITE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.18,0.549,0.06282948,0,2.67,54.52,0.39,0.05,0.104,0.05,40.04,0.59045800506483,2.22,0.69,"APATITE"
"84","[4219] PICHAVANT M. (1988)","samp. MH2","CONVERGENT MARGIN","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / MACUSANI FORMATION",NA,-13.75,-14.5,-70,-70.75,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,"core",NA,"primary",0.292,1.416,0.118,0.056,0.33,53.96,0.11,0.57,0.024,0.257,42.77,0.303266379288222,4.06,0.08,"APATITE"
"85","[4219] PICHAVANT M. (1988)","samp. MH2","CONVERGENT MARGIN","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / MACUSANI FORMATION",NA,-13.75,-14.5,-70,-70.75,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,"rim",NA,"primary",0.231,0.3,0.017,0.017,1.24,53.01,0.06,0.93,0.039,0.09,41.43,0.545199655905866,3.77,0,"APATITE"
"86","[4219] PICHAVANT M. (1988)","samp. MH8","CONVERGENT MARGIN","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / MACUSANI FORMATION",NA,-13.75,-14.5,-70,-70.75,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.181,0.9,0.04,0.045,0.076,54.48,0.0474,0.84,0.02,0.215,41.11,0.989059644173923,3.89,0,"APATITE"
"87","[4527] CHAMBERS A. D. (1995)","samp. L125","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / EAST GREENLAND / LILLOISE INTRUSION","SCORESBY SUND-BLOSSEVILLE COAST",68.34,68.34,-28.7,-28.7,"subaerial",NA,NA,"AMPHIBOLITE, PLAGIOCLASE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.31,0.00124912480864883,0.0376,0,0.32,55.35,0.22,0.097,0.019,0.118157792640412,42.27,0.59,2.32,0.79,"APATITE"
"88","[4527] CHAMBERS A. D. (1995)","samp. L127","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / EAST GREENLAND / LILLOISE INTRUSION","SCORESBY SUND-BLOSSEVILLE COAST",68.34,68.34,-28.7,-28.7,"subaerial",NA,NA,"AMPHIBOLITE, PLAGIOCLASE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.022,0,0,0,0.44,54.92,0.051,0.01,0,0,42.16,0.503766238502678,2.22,0.59,"APATITE"
"89","[4527] CHAMBERS A. D. (1995)","samp. L132","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / EAST GREENLAND / LILLOISE INTRUSION","SCORESBY SUND-BLOSSEVILLE COAST",68.34,68.34,-28.7,-28.7,"subaerial",NA,NA,"AMPHIBOLITE, PLAGIOCLASE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0,0,0,0,0,55.91,0.006,0,0,0,42.73,0.533160204464341,2.23,0.4,"APATITE"
"90","[4527] CHAMBERS A. D. (1995)","samp. LM148","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / EAST GREENLAND / LILLOISE INTRUSION","SCORESBY SUND-BLOSSEVILLE COAST",68.34,68.34,-28.7,-28.7,"subaerial",NA,NA,"AMPHIBOLITE, PLAGIOCLASE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.17,0,0.03,0.01,0.22,55.89,0.263,0.11,0.023,0.038,41.56,0.785112646152712,1.63,1.2,"APATITE"
"91","[4527] CHAMBERS A. D. (1995)","samp. L152","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / EAST GREENLAND / LILLOISE INTRUSION","SCORESBY SUND-BLOSSEVILLE COAST",68.34,68.34,-28.7,-28.7,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.14,0,0.0124,0,0.67,54.85,0.1,0.311,0,0.112420505174238,42.23,0.706581284176032,1.77,3.21,"APATITE"
"92","[4527] CHAMBERS A. D. (1995)","samp. L184","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / EAST GREENLAND / LILLOISE INTRUSION","SCORESBY SUND-BLOSSEVILLE COAST",68.34,68.34,-28.7,-28.7,"subaerial",NA,NA,"GABBRO","CUMULATE",NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.41,0,0,0,0.42,55.47,0.129473538311485,0.09,0,0.02,42.49,0.517819770817919,2.11,0.98,"APATITE"
"93","[4527] CHAMBERS A. D. (1995)","samp. L101","CONTINENTAL FLOOD BASALT","NORTH ATLANTIC IGNEOUS PROVINCE (NAIP) / EAST GREENLAND / LILLOISE INTRUSION","SCORESBY SUND-BLOSSEVILLE COAST",68.34,68.34,-28.7,-28.7,"subaerial",NA,NA,"SYENITE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.25,0.05,0.05,0.019,0.22,55.9,0.248400559276073,0.05,0.149212,0.028,42.18,0.27465543027812,3.04,0.29,"APATITE"
"94","[4587] FODOR R. V. (2001)","samp. D1","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / MAUNA KEA","CONE D NEAR SUMMIT OF MAUNA KEA",19.83,19.83,-155.5,-155.5,"subaerial",3850,3850,"DIORITE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.84,0.02,0.07,0,0.51,53.3,0.11,0.1687,0.085041,0.14,41.1,-0.0422507066524178,3.5,1,"APATITE"
"95","[4587] FODOR R. V. (2001)","samp. D10","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / MAUNA KEA","CONE D NEAR SUMMIT OF MAUNA KEA",19.83,19.83,-155.5,-155.5,"subaerial",3850,3850,"DIORITE",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.202,0.00344027383679848,0.01,0,0.2532,53.3,0.3,0.07,0,0.13,41.3,-0.0385648582420515,3.7,0.64,"APATITE"
"96","[4604] UPTON B. G. J. (1999)","samp. LR57","INTRAPLATE VOLCANICS","NORTH ATLANTIC CRATON_PROTEROZOIC / SCOTLAND / LEWISIAN GNEISS COMPLEX / SCOURIE DIKES",NA,57.9,58.4,-5.15,-5.16,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.22,0,0,0,0.49,52.1,0.32,0.12,0,0.359,38.4,0.764546224306639,1.6,0.4,"APATITE"
"97","[4604] UPTON B. G. J. (1999)","samp. FD305","INTRAPLATE VOLCANICS","NORTH ATLANTIC CRATON_PALEOZOIC / SCOTLAND / MIDLAND VALLEY SCOTLAND","FIDRA",56.08,56.08,-2.78,-2.78,"subaerial",NA,NA,"NOT GIVEN",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.02,0,0,0,0.071625200926452,56,0.0148,0,0,0.016726,41.8,0.145902890195031,3.5,0.21,"APATITE"
"98","[4743] COSTA F. G. (2002)","samp. 12A-1C","CONVERGENT MARGIN","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA",NA,-36,-36,-70.5,-70.5,"subaerial",NA,NA,"GABBRO",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.1,0.203,0.01,0,0.66,53.83,0.27,0.13,0,0.06,41.03,0.606595665811737,1.42,1.5,"APATITE"
"99","[4743] COSTA F. G. (2002)","samp. 14A-1C","CONVERGENT MARGIN","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA",NA,-36,-36,-70.5,-70.5,"subaerial",NA,NA,"GABBRO",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.14,0.12,0.039,0,0.57,53.79,0.336,0.08,0.11,0.13,41.61,0.671318128407377,0.79,1.55,"APATITE"
"100","[4743] COSTA F. G. (2002)","samp. E-1C","CONVERGENT MARGIN","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA",NA,-36,-36,-70.5,-70.5,"subaerial",NA,NA,"GABBRO",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.05,0.01,0,0.023,0.63,53.47,0.006,0.08,0.030244,0.16,41.67,1.12628492953084,0.45,2.29,"APATITE"
"101","[4743] COSTA F. G. (2002)","samp. 4W-1C","CONVERGENT MARGIN","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA",NA,-36,-36,-70.5,-70.5,"subaerial",NA,NA,"GABBRO",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.25,0.249,0.014568793945282,0.01,0.75,53.51,0.372,0.09,0,0.23,41.41,0.706581284176032,0.55,2.63,"APATITE"
"102","[4743] COSTA F. G. (2002)","samp. Y-4C","CONVERGENT MARGIN","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA",NA,-36,-36,-70.5,-70.5,"subaerial",NA,NA,"GABBRO",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.05,0,0.066,0.017,0.43,53.71,0.137151835340428,0.09,0.037,0.21,41.94,0.880565245753565,0.19,2.17,"APATITE"
"103","[4743] COSTA F. G. (2002)","samp. Z-1C","CONVERGENT MARGIN","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA",NA,-36,-36,-70.5,-70.5,"subaerial",NA,NA,"GABBRO",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.05,0.3,0.04,0.02,0.42,53.94,0.28,0.1,0.098,0.2,42.02,0.889499696674871,0.54,1.9,"APATITE"
"104","[4743] COSTA F. G. (2002)","samp. Z-4R-5P","CONVERGENT MARGIN","ANDEAN ARC / SOUTHERN ANDEAN VOLCANIC ZONE / CHILE / SAN PEDRO-PELLADO/TATARA",NA,-36,-36,-70.5,-70.5,"subaerial",NA,NA,"GABBRO",NA,NA,NA,NA,"APATITE",NA,NA,NA,NA,"primary",0.13,0.03,0.062,0.053,0.71,52.61,0.63,0.03,0,0.5,41.92,0.785112646152712,0.18,2.77,"APATITE"
