"CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","ZRO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","LA2O3(WT%)","CE2O3(WT%)","V2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","PBO(WT%)","NIO(WT%)","ZNO(WT%)","COO(WT%)","RB2O(WT%)","K2O(WT%)","NA2O(WT%)","LI2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","S2(WT%)","LOI(WT%)","O(WT%)","SI(WT%)","AL(WT%)","FE(WT%)","MG(WT%)","CA(WT%)","K(WT%)","NA(WT%)","HE(CCMSTP/G)","LI(PPM)","BE(PPM)","B(PPM)","P(PPM)","S(PPM)","AR36(CCMSTP/G)","AR40(AT/G)","AR40(CCMSTP/G)","AR40(MOL/G)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","SN(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","PB(PPM)","TH(PPM)","U(PPM)","U(PPB)","H2O(PPM)","ND143_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB207_PB204","PB207_PB206","PB208_PB204","PB208_PB206","HE3_HE4(R/R(A))","AR36_AR39","AR37_AR39","AR38_AR39","AR40_AR39","PB210_TH230_ACT","RA226_TH230_ACT","RA226_U238_ACT","TH230_TH232_ACT","TH230_U238_ACT","U234_U238_ACT","U238_TH230_ACT","U238_TH232_ACT","D13C(‰PDB)","D18O(‰)","D18O(‰SMOW)","D18O(‰VSMOW)","D34S(‰CDT)","D56FE(‰IRMM-014)","D57FE(‰IRMM-014)","ALBITE(MOL%)","ANORTHITE(MOL%)","CELSIAN(MOL%)","KALSILITE(MOL%)","(AL)KALIFELDSPAR(MOL%)","NEPHELINE(MOL%)","ORTHOCLASE(MOL%)","QUARTZ(MOL%)","AGE(KA)","AGE(MA)",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AC4_3","","","","primary","54.8831","0.0378","","24.7033","","","","","","","0.4786","","0.0405","0.0122","0.0034","","","","","","","","20.4144","0.6873","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07A","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07AC4_4","","","","primary","54.5177","0.0421","","24.6798","","","","","","","0.5576","","0.0312","0.004","0","","","","","","","","20.1671","0.7954","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BA1_2","","","","primary","54.5364","0.0925","","25.7357","","","","","","","0.6376","","0.0608","0","0","","","","","","","","20.1378","0.6427","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BA1_3","","","","primary","54.4166","0.0697","","25.9459","","","","","","","0.595","","0.0475","0","0.0364","","","","","","","","20.3759","0.7085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BA1_4","","","","primary","54.4942","0.1101","","25.7767","","","","","","","0.5344","","0.0437","0.0063","0.012","","","","","","","","20.3186","0.7277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BA2_1","","","","primary","54.6525","0.0823","","25.6316","","","","","","","0.5671","","0.0682","0.0064","0.0169","","","","","","","","20.4201","0.7518","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BA2_2","","","","primary","54.1287","0.1076","","25.6591","","","","","","","0.8691","","0.4862","0.0384","0","","","","","","","","19.8237","0.7862","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BA3_1","","","","primary","54.7595","0.0773","","25.6888","","","","","","","0.6352","","0.032","0","0","","","","","","","","20.3463","0.7415","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BA3_2","","","","primary","53.6886","0.0969","","25.3437","","","","","","","0.581","","0.0149","0.0034","0","","","","","","","","20.2758","0.6495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BA3_4","","","","primary","54.7587","0.0527","","25.8312","","","","","","","0.5926","","0.0696","0.0037","0.0262","","","","","","","","20.4107","0.6074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BA4_1","","","","primary","54.1304","0.0815","","25.462","","","","","","","0.6582","","0.0806","0","0.0232","","","","","","","","20.4429","0.6902","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BA4_2","","","","primary","54.2282","0.082","","25.5624","","","","","","","0.6065","","0.0686","0","0","","","","","","","","20.395","0.6021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BA4_3","","","","primary","54.6629","0.0301","","25.8674","","","","","","","0.4246","","0.0459","0","0.0064","","","","","","","","20.3589","0.5828","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BA5_1","","","","primary","52.2483","0.0131","","24.9621","","","","","","","0.3788","","0.0217","0","0","","","","","","","","20.0427","0.7299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BB1_1","","","","primary","54.7358","0.0035","","25.2593","","","","","","","0.4323","","0.0026","0.0074","0.0476","","","","","","","","20.3529","0.5955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BB1_2","","","","primary","53.7908","0.0607","","24.978","","","","","","","0.5831","","0.0621","0","0","","","","","","","","20.1631","0.9039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BB1_3","","","","primary","54.27","0.0621","","24.9791","","","","","","","0.5494","","0.114","0","0","","","","","","","","19.9142","0.9084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BB2_2","","","","primary","54.2274","0.0699","","25.4492","","","","","","","0.5932","","0.2016","0.0173","0.0015","","","","","","","","20.1625","0.7332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BB2_3","","","","primary","54.5954","0.0679","","25.3964","","","","","","","0.4741","","0.0379","0","0.0011","","","","","","","","20.2304","0.7468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BB3_1","","","","primary","54.0074","0.037","","25.3204","","","","","","","0.5703","","0.0115","0.0049","0.0116","","","","","","","","20.1586","0.7987","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BB3_2","","","","primary","54.2885","0.0284","","26.035","","","","","","","0.4371","","0.034","0.0077","0","","","","","","","","20.0828","0.8375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BB4_1","","","","primary","53.3951","0.0786","","24.9586","","","","","","","0.624","","0.0487","0","0","","","","","","","","20.0719","0.7169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BB4_2","","","","primary","54.1504","0.0415","","25.5168","","","","","","","0.5342","","0.0445","0.0148","0.0067","","","","","","","","20.2026","0.7099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[18353] CROSS J. K. (2014)","samp. AH07B","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / ROMAN VOLCANIC PROVINCE / ALBAN HILLS (COLLI ALBANI) / ALBANO MAAR UNIT","","41.73","41.73","12.65","12.65","subaerial","","","NOT GIVEN","","","","","LEUCITE","07BB4_3","","","","primary","54.1672","0.038","","25.3351","","","","","","","0.5404","","0.0853","0","0","","","","","","","","20.1796","0.8158","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
