"CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","C(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","S(WT%)","LOI(WT%)","O(WT%)","MG(WT%)","K(WT%)","MG(PPM)","AL(PPM)","AR40(MOL/G)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","AG(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","AU(PPM)","TH(PPM)","U(PPM)","SR87_SR86","RB87_SR86","D18O(‰SMOW)","D18O(‰VSMOW)","DD(‰)","DD(‰VSMOW)","AGE(MA)",
"[3079] THORSETH I. H. (1991)","samp. PAL1","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJÖLL","REYKJANES PENINSULA","64.39","64.39","-19.07","-19.07","subaerial","","","ANDESITE, BASALTIC","","","","","PALAGONITE","","","","","primary","56.16","1.61","8.74","","","","1.06","","3.04","0.67","0","","","","0.75","0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJÖLL","REYKJANES PENINSULA","64.39","64.39","-19.07","-19.07","subaerial","","","ANDESITE, BASALTIC","","","","","PALAGONITE","","","","","primary","62.26","3.36","9.39","","","","2.77","","3.56","0.72","0.01","","","","1.26","0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJÖLL","REYKJANES PENINSULA","64.39","64.39","-19.07","-19.07","subaerial","","","ANDESITE, BASALTIC","","","","","PALAGONITE","","","","","primary","67.18","3.12","9.38","","","","2.02","","3.62","0.62","0.08","","","","0.95","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJÖLL","REYKJANES PENINSULA","64.39","64.39","-19.07","-19.07","subaerial","","","ANDESITE, BASALTIC","","","","","PALAGONITE","","","","","primary","60.22","2.37","8.79","","","","1.56","","3.06","0.52","0.11","","","","1.34","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJÖLL","REYKJANES PENINSULA","64.39","64.39","-19.07","-19.07","subaerial","","","ANDESITE, BASALTIC","","","","","PALAGONITE","","","","","primary","57.92","2.15","8.37","","","","1.54","","2.88","0.52","0","","","","1.31","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJÖLL","REYKJANES PENINSULA","64.39","64.39","-19.07","-19.07","subaerial","","","ANDESITE, BASALTIC","","","","","PALAGONITE","","","","","primary","53.55","0.42","8.04","","","","0.4","","2.31","0.77","0","","","","0.69","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJÖLL","REYKJANES PENINSULA","64.39","64.39","-19.07","-19.07","subaerial","","","ANDESITE, BASALTIC","","","","","PALAGONITE","","","","","primary","50.29","0.58","6.97","","","","0.52","","2.8","0.59","0","","","","0.47","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJÖLL","REYKJANES PENINSULA","64.39","64.39","-19.07","-19.07","subaerial","","","ANDESITE, BASALTIC","","","","","PALAGONITE","","","","","primary","59.76","1.31","8.23","","","","0.87","","2.82","0.52","0","","","","1.31","0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJÖLL","REYKJANES PENINSULA","64.39","64.39","-19.07","-19.07","subaerial","","","ANDESITE, BASALTIC","","","","","PALAGONITE","","","","","primary","57.49","1.57","7.84","","","","0.99","","2.61","0.47","0","","","","0.93","0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJÖLL","REYKJANES PENINSULA","64.39","64.39","-19.07","-19.07","subaerial","","","ANDESITE, BASALTIC","","","","","PALAGONITE","","","","","primary","62.22","3.57","10.47","","","","2.77","","2.86","0.55","0.05","","","","1.02","0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / KERLINGARFJÖLL","REYKJANES PENINSULA","64.39","64.39","-19.07","-19.07","subaerial","","","ANDESITE, BASALTIC","","","","","PALAGONITE","","","","","primary","43.21","5.53","19.21","","","","12.67","","1.43","0.61","0.02","","","","1.23","0.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION","64.22","64.22","-20.72","-20.72","subaerial","","","THOLEIITE, OLIVINE","","","","","PALAGONITE","","","","","primary","32.18","1.54","17.67","","","","9.06","","3.51","2.52","0.01","","","","0.93","0.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION","64.22","64.22","-20.72","-20.72","subaerial","","","THOLEIITE, OLIVINE","","","","","PALAGONITE","","","","","primary","22.96","1.67","8.83","","","","11.48","","2.35","0.37","0.06","","","","0.16","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION","64.22","64.22","-20.72","-20.72","subaerial","","","THOLEIITE, OLIVINE","","","","","PALAGONITE","","","","","primary","34.22","3.38","11.66","","","","21.73","","5.02","0.87","0","","","","0.25","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION","64.22","64.22","-20.72","-20.72","subaerial","","","THOLEIITE, OLIVINE","","","","","PALAGONITE","","","","","primary","39.05","2.29","9.72","","","","16.8","","8.18","0.46","0.07","","","","0.43","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION","64.22","64.22","-20.72","-20.72","subaerial","","","THOLEIITE, OLIVINE","","","","","PALAGONITE","","","","","primary","43.09","2.85","11.72","","","","17.17","","9.95","0.75","0.18","","","","0.26","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION","64.22","64.22","-20.72","-20.72","subaerial","","","THOLEIITE, OLIVINE","","","","","PALAGONITE","","","","","primary","41.59","2.55","10.64","","","","15.13","","9.31","0.7","0.14","","","","0.11","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION","64.22","64.22","-20.72","-20.72","subaerial","","","THOLEIITE, OLIVINE","","","","","PALAGONITE","","","","","primary","20.32","2.73","21.03","","","","12.98","","0.26","0.11","0","","","","0.09","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION","64.22","64.22","-20.72","-20.72","subaerial","","","THOLEIITE, OLIVINE","","","","","PALAGONITE","","","","","primary","24.92","3.63","27.92","","","","21.24","","0.35","0.17","0","","","","0.26","0.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION","64.22","64.22","-20.72","-20.72","subaerial","","","THOLEIITE, OLIVINE","","","","","PALAGONITE","","","","","primary","25.58","3.17","16.67","","","","22.62","","0.27","0.17","0","","","","0.62","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION","64.22","64.22","-20.72","-20.72","subaerial","","","THOLEIITE, OLIVINE","","","","","PALAGONITE","","","","","primary","30.27","4.27","23.67","","","","19.74","","0.38","2.15","0.13","","","","1.03","0.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND","LAUGARVATN REGION","64.22","64.22","-20.72","-20.72","subaerial","","","THOLEIITE, OLIVINE","","","","","PALAGONITE","","","","","primary","35.17","0.54","21.09","","","","22.76","","0.67","3.49","0.11","","","","0.92","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION","64.23","64.23","-21.92","-21.92","subaquatic","","","THOLEIITE, QUARTZ","","","","extensively altered","PALAGONITE","","","","","primary","42.93","8.6","9.79","","","","14.6","","3.19","2.27","0.08","","","","1.83","1.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION","64.23","64.23","-21.92","-21.92","subaquatic","","","THOLEIITE, QUARTZ","","","","extensively altered","PALAGONITE","","","","","primary","44.02","3.65","11.63","","","","15.56","","2.8","3.17","0.18","","","","1.59","2.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION","64.23","64.23","-21.92","-21.92","subaquatic","","","THOLEIITE, QUARTZ","","","","extensively altered","PALAGONITE","","","","","primary","46.37","5.04","11.39","","","","12.38","","4.04","2.57","0.12","","","","1.66","1.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION","64.23","64.23","-21.92","-21.92","subaquatic","","","THOLEIITE, QUARTZ","","","","extensively altered","PALAGONITE","","","","","primary","44.22","5.18","11.6","","","","16.87","","3.08","3.19","0.17","","","","1.71","1.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION","64.23","64.23","-21.92","-21.92","subaquatic","","","THOLEIITE, QUARTZ","","","","extensively altered","PALAGONITE","","","","","primary","43.17","4.82","11.13","","","","17.22","","3.14","3.3","0.31","","","","1.67","1.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION","64.23","64.23","-21.92","-21.92","subaquatic","","","THOLEIITE, QUARTZ","","","","extensively altered","PALAGONITE","","","","","primary","45.07","4.22","11.31","","","","16.91","","2.62","3.47","0.08","","","","1.81","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION","64.23","64.23","-21.92","-21.92","subaquatic","","","THOLEIITE, QUARTZ","","","","extensively altered","PALAGONITE","","","","","primary","45.45","5.68","11.17","","","","15.59","","4.11","3.41","0.2","","","","1.47","0.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION","64.23","64.23","-21.92","-21.92","subaquatic","","","THOLEIITE, QUARTZ","","","","extensively altered","PALAGONITE","","","","","primary","52.26","4.31","11.88","","","","7.23","","6.79","2.48","0.32","","","","0.53","0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION","64.23","64.23","-21.92","-21.92","subaquatic","","","THOLEIITE, QUARTZ","","","","extensively altered","PALAGONITE","","","","","primary","33.08","5.19","9.9","","","","24.17","","1.31","6.32","0.17","","","","3.39","1.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION","64.23","64.23","-21.92","-21.92","subaquatic","","","THOLEIITE, QUARTZ","","","","extensively altered","PALAGONITE","","","","","primary","35.46","4.13","9.85","","","","24.94","","1.1","6.88","0.36","","","","3.77","1.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION","64.23","64.23","-21.92","-21.92","subaquatic","","","THOLEIITE, QUARTZ","","","","extensively altered","PALAGONITE","","","","","primary","36.75","6.11","8.93","","","","18.23","","7.53","5.02","0.08","","","","2.27","0.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION","64.23","64.23","-21.92","-21.92","subaquatic","","","THOLEIITE, QUARTZ","","","","extensively altered","PALAGONITE","","","","","primary","34.68","1.81","9.32","","","","20.3","","3.94","6.71","0.16","","","","2.79","1.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALA","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION","64.23","64.23","-21.92","-21.92","subaquatic","","","THOLEIITE, QUARTZ","","","","extensively altered","PALAGONITE","","","","","primary","32.81","0.11","11.14","","","","26.26","","0.4","10.06","0.46","","","","1.86","0.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION","64.23","64.23","-21.92","-21.92","subaquatic","","","THOLEIITE, QUARTZ","","","","extensively altered","PALAGONITE","","","","","primary","44.17","3.66","10.17","","","","17.91","","2.26","3.32","0.04","","","","3.17","0.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[3079] THORSETH I. H. (1991)","samp. PALB","OCEAN ISLAND","ICELAND / ICELAND / ESJA","KJALARNES REGION","64.23","64.23","-21.92","-21.92","subaquatic","","","THOLEIITE, QUARTZ","","","","extensively altered","PALAGONITE","","","","","primary","38.93","3.96","10.8","","","","22.31","","1.33","4.88","0.08","","","","4.37","0.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
