id,SAMPLE,GROUP,MINERAL,ROCK,SIO2,TIO2,AL2O3,CR2O3,FEOT,CAO,MGO,MNO,K2O,NA2O,P2O5,H20,F,CL,NIO,CUO,COO,ZNO,PBO,S,ZRO2,AS,X1_1
2174,samp. PDC-009-B,AMPHIBOLES,MAGNESIO-HORNBLENDE,RHYODACITE,45.1162,1.1775,10.3418,0.0374,14.1304,10.5545,13.4931,0.2721,0.3518,1.6083,0.025551,2.006713246,0.18,0.041,0.0217,0,0,0,0,0,0.0182,0,NA
2175,samp. 16SD118-4,AMPHIBOLES,MAGNESIO-HORNBLENDE,NOT GIVEN,48.51,0.87,6.1,0.05,14.92,11.81,13.03,0.37,0.54,1,0,1.882874054,0,0.06,0.01,0,0,0,0,0,0,0,NA
2176,samp. CARR13,AMPHIBOLES,MAGNESIO-HORNBLENDE,AMPHIBOLITE,48.75,0.23,9.25,0.06,13.09,12.93,13.85,0.06,0.56,1.28,0.018421705,2.09,0.24,0.026,0.04,0,0,0,0,0,0,0,NA
2177,samp. 08AET045,AMPHIBOLES,MAGNESIO-HORNBLENDE,NOT GIVEN,48.533,0.928,4.846,0.01,12.05,11.466,13.261,0.403,0.437,1.129,0.0049,2.131,0,0.082907,0.0173,0,0,0,0,0,0.03,0,NA
2178,samp. KEJ085,AMPHIBOLES,MAGNESIO-HORNBLENDE,ANDESITE,42.00033,1.61857,14.29727,0.00838,8.8561,12.22291,15.61621,0.11844,0.44665,2.43025,0,1.985780379,0.28,0.03,0.0039,0,0,0,0,0,0,0,NA
2179,samp. AAN-007,AMPHIBOLES,MAGNESIO-HORNBLENDE,RHYODACITE,42.3184,2.02073,13.0251,0.008357,9.52609,11.9905,15.5819,0.116495,0.312527,2.40319,0.14,1.9165,0.06,0.023199,0.0047,0,0,0,0,0,0.029,0,NA
2180,samp. 09JZY14,AMPHIBOLES,MAGNESIO-HORNBLENDE,GABBRO,44.44,2.1,9.19,0,13.56,11.34,13.67,0.19,0.95,1.8,0.013987,2.006753991,0,0.037501,0,0,0,0,0,0,0,0,NA
2181,samp. UC1100,AMPHIBOLES,MAGNESIO-HORNBLENDE,RHYOLITE,46.6255,1.9756,7.7548,0,14.9201,10.9935,13.8274,0.4071,0.2327,1.6845,0.01,1.984,0.1476,0.0301,0.0187,0,0,0,0,0,0,0,NA
2182,samp. CPH8P5,AMPHIBOLES,MAGNESIO-HORNBLENDE,DACITE,51.2,0.78,7.63,0.02,12.4,10.68,14.2,0.67,0.17,1.3,0.0306,0.74,0.19,0.03,0.0188,0,0,0,0,0,0.037,0,NA
2183,samp. MANGAONE,AMPHIBOLES,MAGNESIO-HORNBLENDE,NOT GIVEN,48.58,1.51,6.57,0.015,13.08,11.67,15.52,0.51,0.18,1.32,0.04,2.005111878,0,0.05,0.06,0,0,0,0,0,0,0,NA
2184,samp. 08AET044,AMPHIBOLES,MAGNESIO-HORNBLENDE,GRANODIORITE,48.182,1.348,6.074,0,17.074,11.559,10.555,0.41,0.57,1.271,0.034,2.01,0.1,0.05,0,0,0,0,0,0,0,0,NA
2185,samp. 23-158,AMPHIBOLES,MAGNESIO-HORNBLENDE,GRANODIORITE,47.09,1.11,7,0.04,12.86,11.34,15.36,0.4,0.65,1.68,0.01,1.92,0.05,0.36,0.008944444,0,0,0,0,0,0.027,0,NA
2186,samp. MC150C,AMPHIBOLES,MAGNESIO-HORNBLENDE,KOMATIITE,49.67,0.31,9.27,0,14.8,11.93,12.24,0.28,0.23,1.64,0.04,2.1126,0.0361,0.03,0,0,0,0,0,0,0,0,NA
2187,samp. HQ1403,AMPHIBOLES,MAGNESIO-HORNBLENDE,TONALITE,47.0005,1.897,7.7253,0.01,11.6073,11.6594,14.6914,0.533,0.7039,1.5746,0.04,2.03,0,0.091198,0,0,0,0,0,0,-0.0241,0,NA
2188,samp. 23,AMPHIBOLES,MAGNESIO-HORNBLENDE,NOT GIVEN,49.45,0.72,7.88,0,12.18,9.45,15.88,0.57,0.17,1.29,0.03,2.06,0.005,0.030095,0,0,0,0,0,0,0.0972,0,NA
2189,samp. M-22,AMPHIBOLES,MAGNESIO-HORNBLENDE,RHYOLITE,48,1.52,6.73,0,13.48,11,14.9,0.48,0.12,1.51,0.082,2.02,0.06,0.05,0,0,0,0,0,0,0,0,NA
2190,samp. 05IPE24B,AMPHIBOLES,MAGNESIO-HORNBLENDE,ANDESITE,43.216125,1.771617,12.065772,0,14.6,11.130618,12.760102,0.251785,0.414648,1.86915,0.191559,1.774276378,0.605242,0.067441,0,0,0,0,0,0,0,0,NA
2191,samp. 05IPE24B,AMPHIBOLES,MAGNESIO-HORNBLENDE,ANDESITE,45.776257,1.735171,8.435681,0.0286,14.39,11.188996,13.941947,0.452761,0.389751,1.638677,0.054,2.057773729,2.20E-05,0.042711,0,0,0,0,0,0,0,0,NA
2192,samp. MAMAKU,AMPHIBOLES,MAGNESIO-HORNBLENDE,RHYOLITE,43.04,2.65,9.48,0.001,15.5854,10.7,12.62,0.43,0.34,2.05,0.074352538,2,0,0.02,0,0,0,0,0,0,0,0,NA
2193,samp. 109A,AMPHIBOLES,MAGNESIO-HORNBLENDE,RHYOLITE,48.86,1.01,5.56,0,13.7429744,11.22,15.52,0.97,0.64,1.6,0,1.819688363,0.59,0.046307,0,0,0,0,0,0,0.0937,0,NA
2194,samp. MAR14-25,AMPHIBOLES,MAGNESIO-HORNBLENDE,"GABBRO, HORNBLENDE",45.263,1.298,9.208,0.029,17.758,11.939,9.241,0.241,0.654,0.798,0.040502213,1.99,0.05,0.030023,0.03,0,0,0,0,0,0.018,0,NA
2195,samp. P 43,AMPHIBOLES,MAGNESIO-HORNBLENDE,BASALT,40.63,1.85,14.18,0,12.590133,11.78,13.64,0.2,0.39,2.63,0.02,1.915727809,0.45,0.038484,0.024,0,0,0,0,0,0.03,0,NA
2196,samp. C-1,AMPHIBOLES,MAGNESIO-HORNBLENDE,RHYODACITE,46.33,3.28,9.22,0.09,12.44,11.73,15.26,0.32,0.62,2.21,0.02,1.91,0.506,0.066,0.07,0,0,0,0,0,0.0086,0,NA
2197,samp. QLS12-2-1,AMPHIBOLES,MAGNESIO-HORNBLENDE,HORNBLENDITE,45.46,0.86,11.43,0.09,10.65,10.98,15.51,0.13,0.45,0.91,0.018966158,2.02,0.17,0.01,0.004205714,0,0,0,0,0,0,0,NA
2198,samp. BUGDAYLI,AMPHIBOLES,MAGNESIO-HORNBLENDE,ANDESITE,45.39,0.81,8.16,0.02,13.44,10.89,14.83,0.41,0.33,1.12,0.3033,1.97,0.31,0.07,0,0,0,0,0,0,0,0,NA
2199,samp. LAL10,AMPHIBOLES,MAGNESIOARFVEDSONITE,RHYOLITE,53.8192,1.4768,1.1763,0.0306,14.8729,5.7191,14.2308,1.4045,1.0603,5.5471,0.03,0.9,2.3661,0.0108,0.0209,0,0,0,0,0,0.1442,0,NA
2200,samp. 14,AMPHIBOLES,MAGNESIOARFVEDSONITE,NOT GIVEN,54.33,1.81,0.8,0.06,12.3,3.33,14.96,0.62,1.31,8.02,0.1157221,0.9,2.01,0.02,0.01,0,0,0,0,0,0.0887,0,NA
2201,samp. 29NE,AMPHIBOLES,MAGNESIOARFVEDSONITE,"CARBONATITE, DOLOMITE",57.04,0,0.31,0.03,11.1,2.51,17.62,0.41267,0.75,8.67,0.2590256,1.49,1.63,0.021,0.022,0,0,0,0,0,2.334341,0,NA
2202,samp. 87069,AMPHIBOLES,MAGNESIOARFVEDSONITE,ALBITITE,55.513,0.979,0.573,0.02,16.085,0.729,9.629,0.734,0.524,7.877,0.1,1.51,1.6,0,0,0,0,0,0,0,0.057,0,NA
2203,samp. 6NE,AMPHIBOLES,MAGNESIOARFVEDSONITE,"FENITE, SYENITIC",53.63,0.66,0.93,0.05,17.81,1.1,12.31,1.1,2.88,8.68,0.096987516,1.06,1.6279,0.01,0.0232,0,0,0,0,0,0.0185,0,NA
2204,samp. 42A-373A-12CC,AMPHIBOLES,MAGNESIOARFVEDSONITE,BASALT,52.26,1.05,1.28,0,18.3,3.33,12.44,0.32,0.85,7.24,0.0452,1.096253995,1.4,0.01,0,0,0,0,0,0,0.1,0,NA
2205,samp. LAL10,AMPHIBOLES,MAGNESIOARFVEDSONITE,RHYOLITE,53.344,1.5132,1.213,0.02,15.3411,5.5557,13.7271,1.3074,0.9583,5.329,0.08,0.86,2.863,0.02,0.0325,0,0,0,0,0,0.186,0,NA
2206,samp. 7NE,AMPHIBOLES,MAGNESIOARFVEDSONITE,"FENITE, SYENITIC",53.84,0.63,0.65,0.053,18.45,1.25,12.14,0.509073,3.07,7.96,0.17,1.67,1.08,0.0123,0.0337,0,0,0,0,0,0.176,0,NA
2207,samp. 87069,AMPHIBOLES,MAGNESIOARFVEDSONITE,ALBITITE,55.614,1.269,0.597,0.0301,16.413,0.576,9.238,0.665,0.407,7.813,0,1.612141657,1.525,0,0.0119,0,0,0,0,0,0.149,0,NA
2208,samp. 114938,AMPHIBOLES,MAGNESIOARFVEDSONITE,ALBITITE,57.542,0.038,1.178,0,15.262,1.051,11.85,0.307,0.12,4.215,0.1437,1.765127197,1.52413,0,0.026736,0,0,0,0,0,0.0412,0,NA
2209,samp. 115119,AMPHIBOLES,MAGNESIOARFVEDSONITE,ALBITITE,57.301,0.06,0.432,0.031,14.098,1.204,11.383,0.321,1.267,8.543,1.112882719,0.58,1.90819,0,0,0,0,0,0,0,0.7791,0,NA
2210,samp. 114936,AMPHIBOLES,MAGNESIOARFVEDSONITE,ALBITITE,56.402,0.599,0.617,0.0122,20.198,0.992,8.623,0.597,0.547,4.111,0.0701,1.16,1.495,0.016,0.03,0,0,0,0,0,0.149,0,NA
2211,samp. 10016-5,AMPHIBOLES,MAGNESIOARFVEDSONITE,GRANITE,50.464,0.622,0.891,0.0091,34.276,0.735,0.006,0.744,0.98,9.47,0.2681,1.05,1.602,0.024,0.02,0,0,0,0,0,0.075,0,NA
2212,samp. K 7-3,AMPHIBOLES,MAGNESIOARFVEDSONITE,CARBONATITE,55.39,0.89,0.13,0.01,14.82,2.08,14.19,1.04,1.72,7.63,0.02,1.790645233,1.93,0.03,0.0532,0,0,0,0,0,0.2645,0,NA
2213,samp. MEPB 21,AMPHIBOLES,MAGNESIOARFVEDSONITE,FOYAITE,48.5402,2.0521,2.3466,0,23.9513,1.325,4.4503,3.3086,1.7233,8.3524,0,0.51,1.946,0,0,0,0,0,0,0,0.1837,0,NA
2214,samp. MM20725,AMPHIBOLES,MAGNESIOARFVEDSONITE,PHONOLITE,54.01,1.27,1.33,0,14.7764,2.67,12.64,0.77,1.74,7.83,0.021853296,1.12,1.91,0.03,0,0,0,0,0,0,0.1166,0,NA
2215,samp. 488563,AMPHIBOLES,MAGNESIOARFVEDSONITE,CARBONATITE,50.53,0.403,4.24,0.016,14.31,3.59,14.61,0.158,0.935,7.69,0.04,1.44,1.3,0,0.008215,0,0,0,0,0,0.1,0,NA
2216,samp. 25,AMPHIBOLES,MAGNESIOARFVEDSONITE,"SYENITE, NEPHELINE",50.91,0.45,3.45,0.01,13.46,6.1,14.12,0.57,1.49,6.42,0.1,0.9,1.595,0.0256,0.01,0,0,0,0,0,0.32,0,NA
2217,samp. 114939,AMPHIBOLES,MAGNESIOARFVEDSONITE,ALBITITE,54.681,1.041,0.523,0.029,16.967,0.785,9.46,0.316,0.934,7.083,0.052,1.432495125,1.9895,0,0.014,0,0,0,0,0,0.098,0,NA
2218,samp. 10035-10,AMPHIBOLES,MAGNESIOARFVEDSONITE,GRANITE,51.56,0.614,0.46,0,32.633,0.286,0.067,0.558,1.648,9.657,0.3033,0.84,2.346,0.008,0.004,0,0,0,0,0,0.066,0,NA
2219,samp. C-100(1),AMPHIBOLES,MAGNESIOARFVEDSONITE,CARBONATITE,57.16,0.03,0.99,0.02,11.82,1,16.5,0.34,1,9.29,0.05652578,1.28,1.26,0.01103,0.026,0,0,0,0,0,0.1822,0,NA
2220,samp. 35A1,AMPHIBOLES,MAGNESIOARFVEDSONITE,MINETTE,50.21,2.41,2.92,0.05,18.1903,1.37,10.62,0.16,1.85,8.97,0.83,0,2.056,0,0.0152,0,0,0,0,0,0.762,0,NA
2221,samp. LAL10,AMPHIBOLES,MAGNESIOARFVEDSONITE,RHYOLITE,53.4819,1.4202,1.2133,0.0088,15.0213,5.5851,14.0809,1.2927,1.0633,5.3522,0.0331,0.87,2.423,0.015,0,0,0,0,0,0,0,0,NA
2222,samp. 10014-4,AMPHIBOLES,MAGNESIOARFVEDSONITE,GRANITE,52.114,0.621,0.355,0.0011,33.054,0.133,0.066,0.521,1.639,9.643,0.2818618,1.67,2.59,0.013,0.01,0,0,0,0,0,0.044,0,NA
2223,samp. D,AMPHIBOLES,MAGNESIOARFVEDSONITE,NOT GIVEN,53.27,2.17,2.31,0.072,9.7748,6.12,17.75,0.72,0.96,5.98,0.15,1.37,1.58,0.027,0.0613,0,0,0,0,0,0.239,0,NA
2224,samp. L5,AMPHIBOLES,MAGNESIOARFVEDSONITE,PHONOLITE,51.93331,2.091979,3.151024,0,23.17964,4.404599,0.1043309,1.028669,1.252006,10.00531,0.3568553,1.31,0.1128109,0,0.03,0,0,0,0,0,1.722294,0,NA
2225,samp. 114902,AMPHIBOLES,MAGNESIOARFVEDSONITE,ALBITITE,58.035,0.669,2.149,0.032,18.129,0.401,6.898,0.7,0.111,3.442,0,1.7,1.595,0,0.0415,0,0,0,0,0,0.1718,0,NA
2226,samp. SX3,AMPHIBOLES,MAGNESIOARFVEDSONITE,"SYENITE, NEPHELINE",50.93,1.56,1.96,0,23.34,1.37,8.98,1.68,1.33,9.39,0.61,0.65,1.13,0,0.019,0,0,0,0,0,0.02,0,NA
2227,samp. BZ1997PF1,AMPHIBOLES,MAGNESIOHASTINGSITE,ANDESITE,44.289169,1.905916,13.724529,0.09,12.08,11.616716,13.279547,0.139216,0.770611,2.674274,0.004952949,2.048689426,0.075919,0.01869,0.060845,0,0,0,0,0,0.03,0,NA
2228,samp. 15HLG21,AMPHIBOLES,MAGNESIOHASTINGSITE,GRANODIORITE,42.873,0.684,10.081,0.019,18.057,11.38,9.894,0.407,1.369,1.944,0,2.03,0.1406,0.07,0,0,0,0,0,0,0,0,NA
2229,samp. KL03-7,AMPHIBOLES,MAGNESIOHASTINGSITE,TRACHYTE,42.6,0.8,8.3,0.01,14.8,11.8,13,0.39,1.8,2.4,0.16,1.64,2.46,0,0.02,0,0,0,0,0,0.0842386,0,NA
2230,samp. TYPE 4,AMPHIBOLES,MAGNESIOHASTINGSITE,AMPHIBOLITE,39.76,0.49,15.97,0.01,20.52,11.44,4.16,0.17,1.4,1.25,0.147248,2.08,0.232254,0.558,0.036,0,0,0,0,0,0.0932,0,NA
2231,samp. 10LS56,AMPHIBOLES,MAGNESIOHASTINGSITE,GABBRO,43.226,1.434,11.176,0,20.634,11.648,7.131,0.121,1.328,1.375,0.04,2.136954142,0.18,0.363,0,0,0,0,0,0,0.058,0,NA
2232,samp. E05023,AMPHIBOLES,MAGNESIOHASTINGSITE,"ANDESITE, BASALTIC",41.9393,1.9136,11.5583,0.0097,10.029398,11.5874,15.4785,0.1368,0.9374,2.502,0.09,1.91439141,0.8948,0.0106,0.02,0,0,0,0,0,0,0,NA
2233,samp. HOST,AMPHIBOLES,MAGNESIOHASTINGSITE,"GABBRO, HORNBLENDE",40.92,1.63,13.42,0.04,10.69,12.36,13.63,0.12,2.05,2.27,0.0666,1.919917379,0.008,0.06,0.03,0,0,0,0,0,0,0,NA
2234,samp. GM1330,AMPHIBOLES,MAGNESIOHASTINGSITE,"SYENITE, AUGITE",38.54,3.27,10.02,0.052,27.62,10.74,2.38,0.423,1.61,2.94,0.019,1.54,0.556,0.068,0,0,0,0,0,0,0.05,0,NA
2235,samp. 10NM56-2,AMPHIBOLES,MAGNESIOHASTINGSITE,LAMPROPHYRE,43.08,1.78,11.44,0.006,14.98,12.32,11.18,0.25,0.91,1.92,0.1855828,7,0.325864041,0.03,0,0,0,0,0,0,0,0,NA
2236,samp. TD 10/2,AMPHIBOLES,MAGNESIOHASTINGSITE,MONZODIORITE,42.62,2.63,10.74,0.02,18.2642,11.62,10.5,0.3,1.17,1.79,0.02,2.02,0.26,0.07,0,0,0,0,0,0,0,0,NA
2237,samp. 12,AMPHIBOLES,MAGNESIOHASTINGSITE,NOT GIVEN,42.42,1.32,11.99,0.007,11.2,12.87,15.37,0.28,1.1,2.94,0,1.856287642,0.52,0.027,0.004313333,0,0,0,0,0,0,0,NA
2238,samp. FLN34,AMPHIBOLES,MAGNESIOHASTINGSITE,"DACITE, AMPHIBOLE-BIOTITE",39.11334,1.69719,13.61393,0.0137,17.50634,11.39932,9.041498,0.2029596,1.186796,2.058892,0.02009541,1.98101491,0.2302,0.101,0.0301,0,0,0,0,0,0,0,NA
2239,samp. GM1082,AMPHIBOLES,MAGNESIOHASTINGSITE,GABBRO,41.439,1.088,15.022,0.11,15.995,11.412,10.494,0.144,1.102,2.082,0.017,2.159871551,0,0.106,0.04,0,0,0,0,0,0,0,NA
2240,samp. L1,AMPHIBOLES,MAGNESIOHASTINGSITE,"ANDESITE, CALC-ALKALINE",42.32,2.05,10.61,0.07,16.17,11.33,10.87,0.62,1.42,2.24,0.020925652,1.99,0.49,0.077,0.05,0,0,0,0,0,0.05,0,NA
2241,samp. 1883,AMPHIBOLES,MAGNESIOHASTINGSITE,"BASALT, HORNBLENDE",41.05,2.11,12.69,0,11.06,12.64,13.71,0.17,1.37,2.14,0.056427572,1.95,0.17,0.062852,0.07121,0,0,0,0,0,-0.0241,0,NA
2242,samp. EU 60,AMPHIBOLES,MAGNESIOHASTINGSITE,NOT GIVEN,39.863,2.082,14.483,0.032,10.971,12.185,14.541,0.127,0.25,2.46,0.06,2.11,0.02,0.03,0.0515,0,0,0,0,0,0.038,0,NA
2243,samp. MAR14-25,AMPHIBOLES,MAGNESIOHASTINGSITE,"GABBRO, HORNBLENDE",44.148,1.569,9.618,0.012,17.868,11.523,8.82,0.228,1.043,0.877,0.02,7.4,0.28,0.09079921,0.002,0,0,0,0,0,0,0,NA
2244,samp. AG1308A1,AMPHIBOLES,MAGNESIOHASTINGSITE,MONZOGABBRO,37.6742,2.355,12.0068,0.03,19.5319,11.44,8.1325,0.7428,2.4333,2.163,0.1428788,1.855626962,0.18,0.06,0.00402,0,0,0,0,0,0.0408,0,NA
2245,samp. 9320,AMPHIBOLES,MAGNESIOHASTINGSITE,"ANDESITE, BASALTIC",41.78,2.09,12.69,0.03,13.42,11.11,13.19,0.33,0.59,2.25,0.05832951,2.22,0,0.0343,0.019,0,0,0,0,0,0,0,NA
2246,samp. 11LS42,AMPHIBOLES,MAGNESIOHASTINGSITE,MONZOGRANITE,42.076,1.637,10.043,0.007,23.513,11.477,5.598,0.165,1.327,1.286,0.05,1.911476598,0.32,0.449,0.027,0,0,0,0,0,0.067,0,NA
2247,samp. GM1330,AMPHIBOLES,MAGNESIOHASTINGSITE,"SYENITE, AUGITE",43.33,0.269,7.21,0.06,25.11,10.41,6.79,0.397,1.68,3.06,0.054,1,1.68,0.04,0.07,0,0,0,0,0,0.0937,0,NA
2248,samp. GG5,AMPHIBOLES,MAGNESIOHASTINGSITE,TRACHYANDESITE,43.142,1.369,12.058,0.039,13.848,11.462,12.519,0.341,0.445,3.416,0.2055948,2.01,0.484958,0.035107,0,0,0,0,0,0,0,0,NA
2249,samp. V-5,AMPHIBOLES,MAGNESIOHASTINGSITE,"GRANULITE, GARNET",40.5,2.51,14.67,0.01,8.7,11.47,13.69,0.03,2.75,1.85,0.024,2.161224312,0.16,0.09,0,0,0,0,0,0,0,0,NA
2250,samp. E12024,AMPHIBOLES,MAGNESIOHASTINGSITE,DACITE,41.89,1.7,13.37,0,17.05,10.43,10.8,0.14,0.33,2.57,0.05,2.05,0.3,0.03,0,0,0,0,0,0,0,0,NA
2251,samp. 5/3,AMPHIBOLES,MAGNESIOHASTINGSITE,FOIDITE,39.47,1.13,11.43,0,14.989,12,11.33,0.43,1.69,1.68,0.096,0.82,3.19,0.06,0.007,0,0,0,0,0,0.057,0,NA
2252,samp. 10-84,AMPHIBOLES,MAGNESIOHASTINGSITE,GRANULITE,42.84,1.79,12.91,0.07,10.76,11.95,12.93,0.03,1.44,1.86,0.1,2.05,0,0.068,0.09,0,0,0,0,0,0.0182,0,NA
2253,samp. 1913,AMPHIBOLES,MAGNESIOHASTINGSITE,ANDESITE,37.74,2.33,12.46,0.0665,12.96,11.31,14.79,0.3,0.38,2.47,0.1170517,2.02,0.1,0.026938,0,0,0,0,0,0,0,0,NA
2254,samp. U1376A-1R2 122,AMPHIBOLES,MAGNESIOHASTINGSITE,BASALT,43.43533987,0.805486411,11.29121129,0,17.60188829,11.64124884,10.97117696,0.238874371,0.664371272,2.149769353,0.019995,2.315339259,0,0.06,0,0,0,0,0,0,0,0,NA
2255,samp. 94MHB5-2,AMPHIBOLES,MAGNESIOHASTINGSITE,"BASALT, AMPHIBOLE",40.2695,2.182,11.9174,0,17.6782,12.4844,9.45506,0.760479,1.71506,1.78684,0.0344,1.94,0.198,0.21,0,0,0,0,0,0,0.058,0,NA
2256,samp. 4,AMPHIBOLES,MAGNESIOHASTINGSITE,NOT GIVEN,40.72,2.65,13.42,0.056,10.7493,12.13,14.71,0.15,1.45,2.07,0.028856817,2.036,0.1,0.04,0.014,0,0,0,0,0,0,0,NA
2257,samp. SV2,AMPHIBOLES,MAGNESIOHASTINGSITE,TRACHYTE,40.663,1.845,14.244,0,11.251,12.133,13.41,0.144,0.867,2.759,0.022573149,1.847486257,0.49,0.03,0.018,0,0,0,0,0,0,0,NA
2258,samp. 14,AMPHIBOLES,MAGNESIOKATAPHORITE,NOT GIVEN,49.93,3.47,3.6,0.03,7.63,7.92,17.3,0.4,1.28,5.55,0.1501693,1.07,1.79747,0.02,0.07,0,0,1,0,0,0.2207,0,NA
2259,samp. T2,AMPHIBOLES,MAGNESIOKATAPHORITE,TRACHYTE,52.23,1.66,1.79,0.06,9.75,6.12,16.36,2.18,0.81,6.34,0,0.84,2.86,0.05,0.03,0,0,0,0,0,0.1905,0,NA
2260,samp. Q12,AMPHIBOLES,MAGNESIOKATAPHORITE,LAMPROPHYRE,46.51,4.73,4.39,0.01,8.09,5.75,17.24,0.1,0.54,6.86,0.246,1.87,0.45,0,0,0,0,0,0,0,0.2207,0,NA
2261,samp. RP-1,AMPHIBOLES,MAGNESIOKATAPHORITE,LAMPROITE,51.12,4.12,0.24,0,10.28,8.58,15.35,0.16,3.09,2.18,0.01,1.74,0.74,0.022,0,0,0,0,0,0,0.0697,0,NA
2262,samp. T2,AMPHIBOLES,MAGNESIOKATAPHORITE,TRACHYTE,53.3,1.62,1.8,0.0573,10.06,6.22,16.12,2.11,0.95,5.95,0.13,0.75,2.74,0.04,0.0214,0,0,0,0,0,0.11,0,NA
2263,samp. 05 IL 02,AMPHIBOLES,MAGNESIOKATAPHORITE,LAMPROITE,51.67,4.58,1.586,0.011,6.74,5.9,18.14,0.068,2.76,5.38,0.027,0.84,1.9,0.015,0.01,0,0,1,0,0,0.171,0,NA
2264,samp. 42,AMPHIBOLES,MAGNESIOKATAPHORITE,LAMPROITE,51.9,4.55,1.59,0.08,8.01,6.06,17.03,0.17,2.57,5.3,0.09,0.8,1.864,0.0115,0.034,0,0,0,0,0,0.12,0,NA
2265,samp. HELDBURG,AMPHIBOLES,MAGNESIOKATAPHORITE,PHONOLITE,52.207,2.589,2.692,0.114,8.751,5.617,16.191,0.5122,1.356,6.994,0.6,0.59,1.747,0.0313,0.07,0,0,0,0,0,0.12,0,NA
2266,samp. KB24,AMPHIBOLES,MAGNESIOKATAPHORITE,"SYENITE, NEPHELINE",50.73,3.68,3.09,0,11.26,4.38,16.06,0.18,1.75,6.88,0.060263107,0.46,2.45,0.01,0,0,0,0,0,0,1.28,0,NA
2267,samp. 749,AMPHIBOLES,MAGNESIOKATAPHORITE,WACKE,53.93,3.97,0.38,0.03,13.02,5.44,13.73,0.28,1.48,6.35,1.112882719,0.47,2.16,0.022,0,0,0,1,0,0,0.55,0,NA
2268,samp. 5,AMPHIBOLES,MAGNESIOKATAPHORITE,"LAMPROITE, LEUCITE",52.46,5.01,2.18,0,7.944,5.35,17.87,0.19,2.01,6.62,0.171096249,1.75,0.76,0,0.033,0,0,0,0,0,0.2128,0,NA
2269,samp. 05 IL 02,AMPHIBOLES,MAGNESIOKATAPHORITE,LAMPROITE,51.74,4.56,1.39,0,6.94,5.77,17.98,0.119,2.9,5.7,0.246,1.1,2.14,0.013,0.02,0,0,0,0,0,0.1234,0,NA
2270,samp. SE 149/00,AMPHIBOLES,MAGNESIOKATAPHORITE,NOT GIVEN,47.8,2.57,4.77,0,9.6,9.27,16.93,0.85,0.9,4.08,0.12,1.12,1.857,0.02,0,0,0,0,0,0,0.1114,0,NA
2271,samp. Q12,AMPHIBOLES,MAGNESIOKATAPHORITE,LAMPROPHYRE,46.67,4.66,4.44,0.03,7.7,6.46,17.25,0.13,0.5,6.4,0.112,1.81,0.56,0,0,0,0,0,0,0,0.1895,0,NA
2272,samp. 9051,AMPHIBOLES,MAGNESIOKATAPHORITE,NOT GIVEN,50.78,4.32,2.95,0,10.87,5.3,15.95,0.15,1.27,6.41,0.3033,1.26,1.741,0.017,0.0517,0,0,0,0,0,0.8126492,0,NA
2273,samp. Q23,AMPHIBOLES,MAGNESIOKATAPHORITE,LAMPROPHYRE,47.16,3.98,4.4,0.01,7.57,7.48,17.89,0.12,0.6,5.95,0.19,1.85,0.49,0,0.04,0,0,0,0,0,0.1905,0,NA
2274,samp. 3,AMPHIBOLES,MAGNESIOKATAPHORITE,"LAMPROITE, LEUCITE",53.81,3.57,2.12,0,8.871,4.48,18.69,0.12,1.94,6.93,0.1228723,0.99,1.95,0,0.017,0,0,0,0,0,0.305,0,NA
2275,samp. 05 IL 02,AMPHIBOLES,MAGNESIOKATAPHORITE,LAMPROITE,52.4,3.67,1.569,0.151,6.72,5.45,18.7,0.085,2.55,5.93,0.04,0.65,1.72,0.006,0.0159,0,0,0,0,0,0.2457,0,NA
2276,samp. 05 IL 02,AMPHIBOLES,MAGNESIOKATAPHORITE,LAMPROITE,51.73,4.31,1.461,0.065,6.5,6.08,18.58,0.177,2.8,5.34,0.61,0.5,2,0.014,0.0148,0,0,1,0,0,0.1442,0,NA
2277,samp. 05 IL 02,AMPHIBOLES,MAGNESIOKATAPHORITE,LAMPROITE,51.79,4.52,1.837,0,6.79,5.77,17.89,0.113,2.66,5.61,0.0533,0.92,1.84,0.01,0.0198,0,0,0,0,0,0.0881,0,NA
2278,samp. 05 IL 02,AMPHIBOLES,MAGNESIOKATAPHORITE,LAMPROITE,51.69,4.54,1.6,0.074,6.59,5.8,18.02,0.204,2.77,5.49,0.05,0.9,1.82,0.017,0,0,0,0,0,0,0.188,0,NA
2279,samp. 25,AMPHIBOLES,MAGNESIOKATAPHORITE,LAMPROITE,53.1,4.46,1.51,0.03,7.95,5.67,17.56,0.15,2.56,5.61,0.1079,0.98,1.89,1.00E-05,0.01,0,0,0,0,0,0.16,0,NA
2280,samp. HTAC1332,SPINEL,MAGNETITE,"MELILITITE, HAUYNE",0.042,8.42,4.53,0.024,77.15,0.373,4.58,1.138,0.003495,0.015,0.01,0,0,0,0.048,0,0,0.073,0,0,0,0,NA
2281,samp. HTAC1351,SPINEL,MAGNETITE,PHONOLITE,0.043,5.33,0.692,0.024,83.38,0.02,0.258,2.55,0.01,0,0.03,0,0,0,0.08,0,0,0.6,0,0,0,0,NA
2282,samp. 4-7-1,SPINEL,MAGNETITE,NOT GIVEN,0.08,10.22,2.08,0.03,77.735,0,1.76,0.65,0,0.001,0,0,0,0,0,0,0,0.0656,0,0,0,0,NA
