SIO2,TIO2,AL2O3,CR2O3,FEOT,CAO,MGO,MNO,K2O,NA2O,P2O5,H20,F,CL,NIO,CUO,COO,ZNO,PBO,S,ZRO2,AS,MINERAL,GROUP
30.2,0.04,0.0,0.01,65.85,0.5,0.21,2.47,0.0,0.02,0.25,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
36.63,0.09,0.33,0.0,35.74,0.68,24.45,0.44,0.03,0.04,0.03,0.31,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
33.24,0.01,0.0,0.01,50.19,0.07,15.64,0.69,0.0,0.01,0.51,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
35.9,0.03,0.06,0.0,34.4,0.39,28.63,0.96,0.0,0.02,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
33.72,0.79,0.1,0.03,41.24,0.32,24.32,0.61,0.02,0.02,0.05,0.46,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
35.99,0.12,0.12,0.0,34.7,0.41,28.09,0.93,0.02,0.03,0.13,0.31,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
35.84,0.0,0.0,0.0,36.01,0.21,26.78,1.09,0.0,0.0,0.09,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
30.64,0.01,0.01,0.0,61.93,0.28,4.69,2.17,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
29.75,0.03,0.0,0.0,62.75,0.44,2.98,4.03,0.03,0.04,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
29.3,0.03,0.07,0.0,64.63,0.62,0.67,5.22,0.0,0.01,0.0,0.15,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
29.23,0.0,0.0,0.0,65.59,0.25,2.29,1.94,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
35.29,0.06,0.0,0.0,42.63,0.13,22.55,0.82,0.01,0.02,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
31.53,0.01,0.0,0.0,62.41,0.21,6.44,2.32,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAYALITE,OLIVINE
38.14,0.08,0.19,0.02,22.68,0.41,38.4,0.49,0.15,0.38,0.11,0.05,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
40.81,0.0,0.0,0.0,9.01,0.0,50.41,0.08,0.01,0.0,0.0,0.01,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
40.94,0.04,0.01,0.01,7.33,0.01,51.27,0.1,0.0,0.0,0.0,0.01,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
40.33,0.01,0.03,0.01,15.17,0.23,44.45,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
41.0,0.05,0.07,0.1,9.68,0.1,49.4,0.14,0.0,0.02,0.02,0.31,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
40.22,0.01,0.04,0.01,15.58,0.21,44.14,0.21,0.02,0.03,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
41.01,0.02,0.0,0.05,7.26,0.0,50.76,0.1,0.0,0.01,0.01,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
41.1,0.01,0.04,0.04,6.28,0.01,52.13,0.1,0.01,0.02,0.02,0.46,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
39.86,0.0,0.05,0.07,15.22,0.36,44.49,0.23,0.0,0.0,0.04,0.26,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
39.15,0.0,0.04,0.0,17.84,0.18,42.1,0.21,0.01,0.04,0.04,0.26,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
41.16,0.0,0.08,0.21,7.73,0.23,50.51,0.12,0.0,0.01,0.0,0.02,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
38.16,0.0,0.05,0.0,23.24,0.19,39.51,0.0,0.01,0.02,0.21,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
38.59,0.02,0.04,0.0,12.92,0.2,40.84,0.22,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
39.13,0.04,0.09,0.07,15.76,0.41,43.64,0.24,0.02,0.01,0.02,0.08,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
38.97,0.03,0.03,0.01,18.29,0.25,41.13,0.19,0.01,0.0,0.03,0.03,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
40.78,0.01,0.01,0.05,6.26,0.04,50.76,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
40.63,0.0,0.15,0.09,10.31,0.25,48.55,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
40.0,0.02,0.02,0.01,17.13,0.21,43.56,0.27,0.0,0.03,0.01,0.01,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
40.35,0.01,0.02,0.02,10.95,0.05,48.07,0.14,0.0,0.02,0.02,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
40.06,0.0,0.04,0.04,13.55,0.31,46.03,0.2,0.0,0.0,0.02,0.31,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
39.71,0.06,0.01,0.02,10.5,0.02,48.46,0.15,0.05,0.04,0.0,0.05,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
38.56,0.01,0.02,0.01,19.75,0.32,41.15,0.31,0.0,0.02,0.01,0.04,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
39.15,0.03,0.03,0.04,14.95,0.11,43.17,0.14,0.0,0.02,0.01,0.03,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
39.94,0.0,0.03,0.06,13.02,0.24,46.2,0.18,0.0,0.01,0.03,0.21,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
39.96,0.01,0.02,0.0,10.87,0.18,47.89,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
39.28,0.01,0.03,0.01,16.66,0.31,43.26,0.26,0.0,0.0,0.0,0.01,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
41.2,0.0,0.0,0.01,7.67,0.02,50.41,0.1,0.0,0.01,0.01,0.26,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
38.52,0.0,0.01,0.0,20.51,0.03,41.6,0.25,0.0,0.04,0.01,0.46,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
38.04,0.1,0.09,0.01,22.66,0.51,37.87,0.48,0.17,0.26,0.12,0.31,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
40.46,0.02,0.14,0.06,10.29,0.03,48.95,0.11,0.01,0.0,0.01,0.46,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
40.1,0.16,0.22,0.07,11.47,0.33,46.76,0.22,0.11,0.33,0.03,0.21,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
39.31,0.02,0.0,0.02,18.05,0.27,42.21,0.26,0.0,0.0,0.04,0.02,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
38.06,0.01,0.14,0.0,18.39,0.04,42.07,0.21,0.05,0.09,0.02,0.03,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
40.61,0.03,0.0,0.02,10.45,0.08,48.55,0.11,0.0,0.04,0.02,0.02,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
40.64,0.02,0.02,0.04,9.41,0.06,49.35,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
38.7,0.05,0.07,0.0,17.9,0.44,42.0,0.3,0.01,0.01,0.05,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
39.92,0.01,0.03,0.04,12.96,0.22,46.38,0.2,0.0,0.0,0.0,0.01,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
38.14,0.11,0.06,0.03,23.4,0.33,38.78,0.45,0.08,0.22,0.1,0.26,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
38.78,0.03,0.0,0.0,18.83,0.27,40.3,0.24,0.0,0.0,0.01,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
41.38,0.02,0.02,0.01,6.96,0.02,51.93,0.1,0.03,0.01,0.02,12.8,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
40.05,0.01,0.0,0.0,7.19,0.05,52.12,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
39.17,0.02,0.03,0.03,15.18,0.28,44.67,0.2,0.0,0.01,0.01,0.03,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
40.71,0.01,0.03,0.04,14.06,0.18,45.54,0.21,0.01,0.0,0.04,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
37.49,0.0,0.04,0.0,20.22,0.25,40.93,0.28,0.02,0.02,0.09,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
39.66,0.02,0.01,0.01,15.01,0.16,45.51,0.21,0.02,0.04,0.01,12.8,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
41.26,0.02,0.02,0.07,8.26,0.07,50.85,0.11,0.0,0.0,0.01,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
40.6,0.0,0.01,0.0,10.16,0.05,49.31,0.14,0.01,0.0,0.0,0.21,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
40.3,0.03,0.0,0.06,9.81,0.17,48.72,0.16,0.01,0.05,0.02,0.01,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
38.96,0.01,0.03,0.01,20.68,0.2,40.88,0.36,0.02,0.0,0.03,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
39.35,0.0,0.02,0.01,11.64,0.06,48.32,0.16,0.01,0.01,0.0,0.46,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FORSTERITE,OLIVINE
36.86,0.0,0.0,0.01,31.57,0.01,30.93,0.3,0.0,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.23,0.05,0.01,0.01,26.68,0.39,35.23,0.56,0.0,0.01,0.03,0.15,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
38.34,0.01,0.0,0.0,31.42,0.03,28.96,0.53,0.0,0.0,0.12,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.9,0.02,0.05,0.0,25.7,0.38,35.73,0.6,0.01,0.0,0.01,0.01,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.67,0.11,0.06,0.01,24.26,0.47,36.67,0.62,0.07,0.18,0.07,0.25,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.46,0.01,0.05,0.0,26.14,0.33,35.66,0.6,0.0,0.02,0.02,0.07,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.12,0.01,0.01,0.0,27.79,0.4,33.36,0.64,0.0,0.02,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.96,0.12,0.11,0.04,24.77,0.45,35.8,0.6,0.15,0.41,0.0,0.03,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.78,0.19,0.25,0.01,24.38,0.51,36.15,0.62,0.2,0.38,0.17,0.15,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
38.71,0.0,0.01,0.0,0.02,40.24,0.23,21.65,0.04,0.14,0.22,0.15,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
36.26,0.05,0.14,0.09,26.88,0.36,34.68,0.55,0.08,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.45,0.07,0.15,0.01,25.98,0.44,35.28,0.57,0.09,0.04,0.08,0.07,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.82,0.1,0.02,0.0,25.42,0.36,35.88,0.55,0.0,0.0,0.07,0.46,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.5,0.1,0.04,0.04,27.13,0.36,33.71,0.6,0.0,0.01,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.32,0.0,0.06,0.0,30.49,0.47,30.54,0.35,0.03,0.07,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.02,0.08,0.05,0.0,32.46,0.42,31.61,0.45,0.01,0.04,0.07,0.07,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
38.78,0.13,0.05,0.01,25.04,0.44,34.91,0.38,0.1,0.0,0.08,0.25,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
38.34,0.03,0.04,0.0,25.2,0.29,35.13,0.49,0.0,0.01,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
34.54,0.01,0.04,0.12,43.38,0.41,20.3,0.49,0.09,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.99,0.06,0.01,0.01,2.08,34.2,24.64,0.28,0.01,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.94,0.04,0.0,0.0,4.82,34.6,21.93,1.19,0.02,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
38.05,0.14,0.05,0.02,25.0,0.3,36.7,0.72,0.1,0.24,0.06,0.26,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.1,0.1,0.07,0.01,29.44,0.25,32.68,0.62,0.0,0.04,0.11,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
38.11,0.05,0.0,0.01,8.23,32.98,19.22,2.42,0.03,0.08,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
36.71,0.04,0.03,0.0,29.17,0.24,33.17,0.86,0.0,0.0,0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
36.88,0.04,0.05,0.0,31.37,0.19,32.5,0.45,0.01,0.01,0.04,0.08,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
35.73,0.02,0.02,0.0,28.05,0.26,34.94,0.34,0.0,0.03,0.04,0.03,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.62,0.03,0.03,0.0,29.47,0.26,33.6,0.67,0.0,0.05,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.39,0.01,0.01,0.0,28.0,0.14,34.13,0.59,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.71,0.0,0.0,0.0,27.62,0.19,35.33,0.48,0.01,0.0,0.02,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
39.47,0.01,0.0,0.02,0.02,40.92,0.12,21.49,0.0,0.12,0.06,0.01,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.95,0.05,0.03,0.0,26.51,0.35,35.37,0.57,0.03,0.03,0.01,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.22,0.11,0.04,0.02,29.99,0.33,32.02,0.78,0.02,0.15,0.15,0.01,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
36.14,0.03,0.04,0.02,33.62,0.36,29.5,0.51,0.0,0.02,0.15,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.35,0.06,0.03,0.0,26.25,0.34,34.46,0.62,0.0,0.04,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
36.4,0.02,0.02,0.0,28.03,0.13,35.42,0.38,0.0,0.03,0.01,0.04,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
38.43,0.0,0.0,0.04,0.0,40.58,0.24,21.29,0.0,0.07,0.13,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.02,0.14,0.17,0.0,27.45,0.52,33.55,0.55,0.02,0.32,0.08,0.15,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.55,0.24,0.07,0.03,23.72,0.6,35.75,0.76,0.17,0.55,0.2,12.8,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.05,0.06,0.03,0.0,26.7,0.39,34.57,0.5,0.04,0.03,0.15,0.25,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
36.65,0.06,0.02,0.02,30.19,0.23,32.16,0.8,0.03,0.0,0.03,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.04,0.06,0.03,0.0,26.23,0.34,35.12,0.52,0.0,0.0,0.02,0.03,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.85,0.01,0.0,0.0,28.03,0.25,32.45,0.35,0.01,0.0,0.03,0.03,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.98,0.02,0.05,0.0,26.38,0.36,35.27,0.57,0.0,0.01,0.0,0.25,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
38.09,0.11,0.08,0.05,24.34,0.61,35.92,0.67,0.09,0.29,0.11,0.26,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
36.99,0.11,0.14,0.0,26.24,0.24,34.45,0.59,0.06,0.11,0.05,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.44,0.0,0.07,0.0,29.55,0.38,33.51,0.58,0.01,0.05,0.15,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
27.99,0.33,0.22,0.7,8.34,0.13,32.5,0.39,0.11,0.06,4.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
37.0,0.03,0.23,0.0,31.34,0.31,31.18,0.55,0.02,0.03,0.18,0.07,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
38.33,0.03,0.04,0.0,25.19,0.29,35.14,0.49,0.0,0.01,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MONTICELLITE,OLIVINE
52.51,0.03,0.24,0.0,30.16,0.03,0.0,0.24,0.01,13.77,0.09,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.42,0.0,AEGERINE,PYROXENE
50.43,1.74,0.19,0.01,28.17,7.33,0.0,0.36,0.0,9.19,0.16,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.84,0.0,AEGERINE,PYROXENE
51.92,3.21,0.25,0.03,27.25,0.31,0.0,0.4,0.02,13.15,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.45,0.0,AEGERINE,PYROXENE
52.21,5.12,0.01,0.08,25.91,1.39,0.0,0.54,0.0,13.07,0.1,0.0,0.0,0.0,0.07,0.0,0.01,0.0,0.0,0.0,1.46,0.0,AEGERINE,PYROXENE
52.82,1.33,0.47,0.0,29.45,0.65,0.0,0.17,0.0,13.39,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.66,0.0,AEGERINE,PYROXENE
51.84,1.25,0.1,0.0,29.24,1.38,0.0,0.38,0.19,13.0,0.52,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,11.41,0.0,AEGERINE,PYROXENE
51.88,4.42,0.21,0.0,26.17,1.77,0.0,0.22,0.04,12.39,0.19,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.0,0.66,0.0,AEGERINE,PYROXENE
51.28,0.19,0.29,0.02,29.98,0.63,0.0,0.25,0.0,13.22,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.14,0.0,AEGERINE,PYROXENE
51.72,1.06,0.27,0.01,32.09,0.26,0.0,1.56,0.01,10.11,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.5,0.0,AEGERINE,PYROXENE
52.56,0.85,0.4,0.0,29.79,0.46,0.01,0.14,0.02,13.45,0.18,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.68,0.0,AEGERINE,PYROXENE
52.39,0.04,0.49,0.0,30.04,0.04,0.02,0.29,0.01,13.56,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,AEGERINE,PYROXENE
52.59,1.55,0.34,0.0,29.11,0.41,0.0,0.17,0.01,13.52,0.14,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.59,0.0,AEGERINE,PYROXENE
52.01,0.04,0.19,0.0,30.24,0.03,0.0,0.19,0.0,13.71,0.6,0.0,0.0,0.0,0.07,0.0,0.17,0.0,0.0,0.0,6.82,0.0,AEGERINE,PYROXENE
53.17,0.03,0.4,0.0,30.21,0.02,0.0,0.54,0.0,13.81,0.13,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.13,0.0,AEGERINE,PYROXENE
53.12,0.03,0.39,0.0,30.21,0.02,0.0,0.52,0.0,13.81,0.13,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.22,0.0,AEGERINE,PYROXENE
52.08,4.85,0.09,0.05,26.01,1.54,0.0,0.42,0.02,12.8,0.14,0.0,0.0,0.0,0.07,0.0,0.01,0.0,0.0,0.0,1.15,0.0,AEGERINE,PYROXENE
52.08,0.52,0.39,0.0,31.0,0.14,0.01,0.88,0.01,11.95,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,AEGERINE,PYROXENE
52.7,1.44,0.4,0.0,29.27,0.53,0.0,0.17,0.01,13.46,0.08,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.62,0.0,AEGERINE,PYROXENE
51.92,0.1,0.41,0.01,30.01,0.29,0.01,0.27,0.01,13.42,0.07,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.2,0.0,AEGERINE,PYROXENE
52.78,1.26,0.46,0.0,29.5,0.62,0.0,0.17,0.0,13.4,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.81,0.0,AEGERINE,PYROXENE
52.46,0.37,0.45,0.0,29.94,0.21,0.02,0.23,0.01,13.52,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,AEGERINE,PYROXENE
